,Unnamed: 0,Unnamed: 0.1,category,url,question
950,950,2709,serangan-jantung,/komunitas/topic/nyeri-dada-sebelah-kiri-3,"o ,nama saya perdo. umur saya 29 thn.   neh ,belakangan ini saya sering mengalami nyeri dada sebelah kiri. kadang seperti ditusuk-tusuk. kadang ada rasa menjalar ke lengan kiri,leher,dan bahu. tapi tidak ada rasa sakit. kadang timbul kadang hilang. tapi saya tidak mengalami sesak. yang ingi saya kan ,bagaimana sebenarnya ciri khas penyakit jantung.
terus,apakah penyakit jantung berbeda dengan serangan jantung?"
376,376,2219,gagal-jantung,/komunitas/topic/penyakit-ginjal-atau-bkn,permisi   .  penderita diabetes dan belum lama ini badannya membengkak seluruh badan sampai kemaluan dan kalau malam suka gelisah bagian punggungnya panas dan pegal itu gimana ?
624,624,84,hipertensi,/komunitas/topic/pertanda-kolestrol-atau-bukan,"hello , saya sering mengalami sakit kepala bagian belakang sampai leher apakah itu pertanda kolestrol? dan bolehkan jika saya memiliki penyakit darting atau kolestrol tetap memaki kb suntik ? trimakasih...
"
298,298,801,gagal-jantung,/komunitas/topic/cara-menaikkan-bb-bayi-2-bulan-yang-terkena-asd,"siang dr. bagaimana caranya agar bayi umur 2 bulan bisa tambah bb nya,, dengan gejala asd,, ap bayi yg terkna asd g bisa naik sama sekali bb nya? terimakadih dr"
1060,1060,1526,stroke,/komunitas/topic/stroke-sebagian,   .nenek saya kn stroke dan ka penyumbatan pembuluh darah sebelah kiri.badannya pun sudah lumpuh sebelah.yang mau saya  bisakah nenek saya pulih kembali ? pengobatan apa yang cocok utk nenek sa? apakah penyembuhan dengan pemberin obat herbal bisa ?
574,574,1079,hipertensi,/komunitas/topic/obat-darah-tinggi-3,  obat darah tinggi apa yah yang tidak menganggu lambung dan ginjal
972,972,2605,serangan-jantung,/komunitas/topic/dada-sakit-9,"hy  kalo dada kiri dan kanan kadang sakit  ya? dan sesak napas juga, kadang"" lulu hati sakit,  "
423,423,798,gagal-jantung,/komunitas/topic/bolehkan-penderita-gagal-jantung-berpergian-jauh," , , apakah boleh seseorang yg di diagnosis menderita gagal jantung berpergian jauh menggunakan kereta selama 15-20 jam?
mohon infonya yah ..  :)
"
630,630,841,hipertensi,/komunitas/topic/tekanan-darah-10070," , saya anak berusia 18 tahun. kemarin saya mengalami demam, pusing ,lemas ,serta mual dan sakit tenggorokan. lalu saya ke  dan melakukan tensi darah dan hasilnya 100/70 apakah itu normal atau bagaimana? dan bagaimaan cara memulihkan kondisi kesehatan saya?"
1277,1277,1800,stroke,/komunitas/topic/bekuan-darah-di-otak,".pacar saya kemarin srg sakit kepala. setelah di mri scan, baru terdeteksi kalau otak kirinya ada bekuan darah.  pun memberikan obat pengencer darah.
setelah beberapa hari kemudian, check up lagi ka si sudah gpp dan tidak perlu operasi.  si saranin harus banyak istirahat dan jangan lihat layar hp atau laptop.
yang  ,  kepala masih tetap sakit terus ya? solusinya harus gmn ya selain makan painkiller biar cepat sembuh?"
249,249,2379,aritmia,/komunitas/topic/vsd-perimembrenous-sedang-dan-tutup-vsd-transkateter,"...
saya seorang ibu rumah tangga. dan memiliki putra usia 2 tahun. putra saya memiliki riwayat penyakit vsd sedang sejak lahir. dalam echocardiografy yang ke 3 tampak vsd perimembranous sedang 3,3-3,7 mm l-r shunt. dan  menyarankan tutup vsd dengan transkateter. berapa persen keberhasilan dalam menutup vsd dengan cara transkateter ???... dan adakah resikonya ?.....trimakasih..saya tunggu balasannya ..."
903,903,541,serangan-jantung,/komunitas/topic/dampak-kateterasi-jantung,",  .bapak saya sekarang sedang menjalani pengobatan empedu dan terpasang selang pada kantong empedunya, minggu ini bapak saya di anjurkan oleh  untuk cek up dan ada indikasi serangan jantung. pihak  dari poli jantung menyarankan untuk melakukan tindakan kateterasi terlebih dahulu.perannya apakah tindakan kateterasi jantung tidak akan berdampak pada proses pengobatan empedun?mohon untuk penjelasannya karena kemarin di rs ga sempat 
terimakasih sebelumnya
"
241,241,2278,aritmia,/komunitas/topic/sinus-arrthymia,"permisi ,
2 bulan yg lalu saya melakukan test ekg, dan hasil nya saya di diagnosa terdapat sinua arrthymia, nah gimana  cara mengatasi nya?"
103,103,2371,aritmia,/komunitas/topic/arimia,"..sy fadly pria usia 31 tahun..
 beberapa hari ini setiap berolahraga irama detak jantung sy berubah2..
setalah sy istirahat irama detak jantung sy normal kembali..
termasuk jenis arimia apa, dan bgmn cara mengatasinya.?"
789,789,2696,serangan-jantung,/komunitas/topic/cedocard-obat-apa,"met .  saya barusan priksa ke dr prak tek umum n di diagnosa kena serangan jantung, saya dik asih surat pengantar ke dr spesialis tp blm ada duit jadi saya tunda dulu,saya dikasih obat propranolol dan cedocard. peran saya kena penyakot jantung macam apa kira2,gejala yg saya rasakan dada psrti tertekan,sakit dari ulu hati sampe lehersprti tecekik.Ã¢Â Ã¢Â  trimakasih atas jawabanyaÃ¢Â  (slamet)"
1029,1029,2441,serangan-jantung,/komunitas/topic/penyumbatan-pembuluh-darah-jantung,"asu'aikum 
saya barusan tes ecg dan dari hasil tes tersebut diketahui ada penyumbatan pada pembuluh jantung. peran saya, apakah penyembuhan penyumbatan ini harus dengan operasi atau bisa dengan pengobatan biasa saja ?
dan sebaiknya apa yang harus dilakukan selama masa penyembuhan ?
terimakasih."
1175,1175,1565,stroke,/komunitas/topic/apa-penyebab-senyum-kiri-dan-kanan-tidak-sama," 
saya seorang perempuan berusia 21 tahun. sejak dahulu saya selalu penasaran  garis senyum saya tidak sama. jika saya senyum, tarikan ke kiri terasa nyaman sedangkan tarikan ke kanan agak terasa kurang nyaman sehingga menyebabkan senyum saya terlihat berbeda kiri dan kanan. seolah2 seakan senyum saya ke kanan itu tertahan namun bukan berarti tidak bisa senyum hanya sajaÃ¢Â  terasa tidak sumringah. apakah yg menyebabkan hal tersebut terjadi? apakah ada hal salah yang terjadi di wajah saya? ataukah itu normal dan bawaan lahir? namun terkadang saya menjadi merasa kurang pede melihat senyuman saya seperti tertahan di sebelah kanan. dan apakah ada cara untuk menguranginya?
terimakasih atas jawabannya, ."
558,558,1343,hipertensi,/komunitas/topic/kepala-tegang," saya ingin mekan keluhan di leher dan kepala. keluhan di leher saya terasa pegal, dan bagian sebelah kanan terasa sakit sampai ke kepala bagian belakang bawah. sedangkan kepala saya terasa tidak nyaman seperti berat dan terkadang ngenut di sebelah kiri dan kanan berpindah pindah. itu  ? tolong penjelasannya.. thanks.."
732,732,1524,hipertensi,/komunitas/topic/yang-benar-yang-mana," hr jumat sy kontrol kandungan(11w)ke bidan. tekanan drh sy 120/80. besokny bdan sy tb2 lemas dan kepala sy bagian belakang terasa tegang tertekan smpai ke leher dan bahu. lalu br ini td hr selasa sy prgi ke klinik krn skit kpala sy yg tdk knjung sembuh. blm ada 5mnt sy duduk d ruang tunggu sy d panggil. sy d tensi 130/80. sy sdg takut dan tegang saat itu. sy  k ny ktnya tegang tdk pengaruh dgn hasil tensi. dn ktnya tekanan drh sy masih normal. sy merasa tdk yakin dn bingung krn sblmny sy membaca artikel d alo ttg hipertensi dn hipotensi ktnya normal itu dibwh 120/80. pdhl sblm menikah tekanan drh sy sll dibwh 120dn sering hipotensi. hamil 4w kmarin 110/80. lalu kt dktrnya skit kpala sy ini krn trlalu bnyak stres dn tegang. sy memang punya gejala depresi ringan jd mudah takut,tegang,gelisah. jd yg benar yg mn ? tekanan drh sy normal atau prehipertensi atau pengaruh dr depresi sy? usia sy masih 20th. kmarin dr bidan sy d beri licocalk dn caviplex d minum 1x1 seling2. yg dr dktr td d beri sanmol 3x1 dn inlacta 1x1. amankah d minum bersamaan?"
1155,1155,1654,stroke,/komunitas/topic/sakit-kepala-998,".. saya berusia 17 thn. sudah dua hari ini kepala bagian atas sampai leher saya sakit ditambah bagian dalam telinga juga sakit. lalu bibir atas kanan saya berkedut-kedut. apakah itu merupakan gejala suatu penyakit? saya prnah browsing, dan ka itu merupaka gejala stroke. apa d usia belia bisa mengalami stroke? mohon penjelasann. terimakasih.."
843,843,2496,serangan-jantung,/komunitas/topic/terkadang-sakit-dada-kiri-bagian-atas," saya perempuan umur 22 tahun tidak merokok dan minum minuman keras. tidak punya riwayat sakit jantung ataupun pernafasan. riwayat sakit daya hanya maag. akhir2 ini saya suka sakit di daerah kiri atas (bukan daerah payudara) di bawah tulang kering. kadang seperti ditusuk, kadang seperti ada yang menekan. saya sakit apa ya kira2 ? tapi saya tidak merasa detak jantung saya jadi cepat. hanya terasa lemas, mual, dan panik."
779,779,44,hipertensi,/komunitas/topic/solusi-mengatasi-keram-diwajah,"hai , saya safiqri   perihal kondisi  yang berumur 45 tahun,  menderita darah tinggi beliau sering mengeluh sakit kepala, kemudian turun keleher, lalu wajah bahkan sampai bibirnya, pertolongan pertama apa yang bisa meredakan rasa keramn?
"
721,721,1529,hipertensi,/komunitas/topic/hipertensi-7,"asslmlkum ,apakah hipertensi boleh mengkonsumsi cuka biasa,asam jawa,jahe?"
526,526,1008,hipertensi,/komunitas/topic/obat-102,"  saya ganggu   sebelumnya saya sudah periksa ke  trus saya dicek setelah dicek tekanan darah saya 180/100 kata nya saya hipertensi lalu saya diberi obat captropril dan suprabion...
yang saya ingin kan adalah kegunaan dari obat itu sendiri apa ya trus dosisnya tinggi gak.
tks."
710,710,1422,hipertensi,/komunitas/topic/makan-buah-durian-tingkatkan-resiko-penderita-hipertensi,", apakah benar seperti yang beredar di masyarakat umum bahwa mengkonsumsi buah durian dapat meningkatkan resiko pada penderita hipertensi ?"
799,799,2557,serangan-jantung,/komunitas/topic/nyeri-dada-59,",  . sudah lama saya sering merasakan linu/nyeri tepat pada tulang paru2 saya, tapi hanya terasa pada satu tulang saja. kalau linu/nyeri itu datang, sampe saya susah bernafas, terasa nya sih hanya 5detik. rasa sakit itupun tidak tentu, 3minggu sekali bahankan bisa beberapa bulan sekali, tidak tentu tapi rasa sakit nya selalu ada.  ya?"
1167,1167,1015,stroke,/komunitas/topic/kaki-tangan-terasa-lemes-dan-gigi-sering-geringgingan-kayak-susah-mau-di-gerakan,"  akhir akhir ini  mengalami sakit dimana kadang tangan dan kaki sebelah kiri lemas tidak bisa di gerakan kadang bisa dan juga rahang atas ketika menggigit seperti geringgingan..dulu  pas kerja sering juga seluruh badan terasa lemes tidak bisa di gerakan keringat keluar trus di buat tiduran 5- 10 menit baru normal kembali bisa aktivitaskalo boleh tau gejala apa yang di alami oleh ayah sa?dan makanan yang harus di hindari dan di konsumsi makanan apa?terimakasih 
"
1019,1019,2628,serangan-jantung,/komunitas/topic/nyeri-dada-sebelah-kiri-10,"saya laki2 umur 24th, sudah 2hari ini dada sbelah kiri saya sakit kalau ditekan, dan sakitnya sampai belakang dada sebelah kiri, saya memang akhir2 ini stres karena banyak fikiran , dan saya dulunya juga perokok serta pemabuk , tapi saat ini sudah tidak merokok sebulan, menurut  saya harus gmna ? kalau periksa ke  apa  ?"
774,774,999,hipertensi,/komunitas/topic/obat-dexamethason-2,", kalo tekanan darah kita 170/110 terus di suntikan obat dexamthason, bisa gak?"
725,725,217,hipertensi,/komunitas/topic/sakit-apa-saya-51," , 2tahun yg lalu saya mengalami sakit kepala yg menjalar ke bahu leher dan lengan. dan juga ada pusing. kadang sakit kepala itu membuat saya demam. lama2 sakit kepala saya makin menjadi2  bahkan sampai sakit ke lidah, dada kiri , tenggorokan, punggung, leher . itu knapa ya? saya di echo (usg jantung) karna ada keluhan nyeri dada jga, dan ada pelebaran pembuluh darah. kira kira itu penyakit apa . trimakasih.
"
801,801,2602,serangan-jantung,/komunitas/topic/serangan-jantung-2,"  ,1.apa penyakit jantung bisa sembuh?
2.knp mules di bagian bawah perut terjadi pda saat jantung kumat"
908,908,2778,serangan-jantung,/komunitas/topic/apa-obat-untuk-sesak-nafas-dan-sakit-dada,"hai ,   nih
gimana caranya obati sesak nafas & sakit dada ?
kalau cape sedikit saja pasti nafas langsung bertempo cepat begitupun malam hari jelang tidir"
1079,1079,1806,stroke,/komunitas/topic/stroke-26,"stroke sudh hmpir 3 buln, tidk bisa brjaln tetapi anggota tbuhnya bisa digerakn. stroke(kaki kiri). umr 49 tahun,
apakh bisa smbuh total?
pnykt stroke ini trmask stroke ringan atau stroke berat?
berapa lma pasca penyembuhn stroke ini?"
522,522,185,hipertensi,/komunitas/topic/kondisi-tiba-seperti-tidak-sadar-saat-berdiri,",  ,,  punya hipertensi, saat melakukan aktivitas , dia sering tiba"" diam seperti tidak sadar dan agak kaku, setelah beberapa saat nanti dia kembali sadar dan bisa diajak berbicara, tp lupa sama apa yg baru saja dia kerjakan  seprti linglung.. itu kira""   ? terimakasih
"
12,12,2281,aritmia,/komunitas/topic/gangguan-ritme-jantung-dan-paru,"... mau   bulan kemarin 2 kali opname di rumah sakit... pas di riwayat penyakit saya jawab pernah berobat di bp4 ( paru) ... tapi pas dicek ternyata juga terkena gangguan ritme jantung.. ..
sudah 4 tahun  konsumsi obat2an.... sekarang malahan obat jantung juga...
kondisi  sekarang sering sesak, batuk dan juga sering keringetan..
mohon bimbingann... langkah terbaik dan tepat untuk  gimana... karena sampai saat ini kondisinya masih sama... oa harus pakai obat yang kualitasnya bagus atau gimana ?
terimakasih sebelumnya atas bimbingan dan nasehat "
169,169,901,aritmia,/komunitas/topic/apakah-ada-masalah-jantung," ,

saya pria usia 35 tahun, tinggi 165cm, berat 70kg, tekanan darah normal, tidak mengkonsumsi alkohol,jarang berolahraga.

suatu ketika saya beraktifitas berat, tiba2 merasakan jantung berdebar dgn cepat, kepala berasa ringan, sedikit pusing, keringat dingin, tangan kesemutan, sedikit mual, seperti kekurangan oksigen namun tidak merasakan sakit di dada.

yang  kan, apakah ada gejala jantung koroner atau aritmia jantung?

denyut jantung istirahat 80 ppm.

pertolongan pertama apa yang perlu dilakukan jika terjadi kondisi seperti di atas?

resiko apa yang bisa terjadi dgn kondisi ini?

pemeriksaan apa saja yg perlu dilakukan?

 atas bantuannter.
"
116,116,2272,aritmia,/komunitas/topic/dada-berdenyut-2,",
dada saya kadang tiba2 berdenyut lambat kemudian normal. kadang berdenyut cepat kemudian hilang. hanya terjadi beberapa detik. tidak kuat dan tidak terasa sakit.
saat terjadi kadang dalam kondisi duduk, kadang saat sujud, pernah juga saat posisi berbaring akan tidur.
 ?
bagaimana membedakan yang bermasalah itu otot dada biasa atau jantung?
saya perlu konsultasi ke  spesialis apa?
"
727,727,985,hipertensi,/komunitas/topic/hamil-11-week-tekanan-darah-130-90-apakah-harus-minum-obat-dopamet,",
saya sedang hamil 11 week, umur saya 24 tahun. bulan februari saat kontrol ( uk 8 week) Â ke  kandungan tekanan darah saya 130 / 90, namun tidak di kasih obat apa apa. di usg kandungan sehat, ukuran janin sempurna. hanya saja saya punya keturunan darah tinggi dari .Â 
kemudian saya kontrol kembali tanggal 9 maret 2017 ( uk 11 week) tekanan darah saya masih tetap berada 130 / 90, kandungan saya sehat2 saja, Â akhirnya di kasih obat dopamet. saya minum saat malam hari. pada pagi hari nya saya merasa pusing keleyengan, lemas dan hampir mau pingsan.Â 
peran sa, apakah saya harus minum obat tersebut ? apakah tekanan darah tersebut termasuk hipertensi ? lalu untuk mengurangi tekanan darah yang tinggi saat hamil makanan apa yang mesti saya makan  ?
Â 
.Â "
1031,1031,2720,serangan-jantung,/komunitas/topic/dada-tiba-tiba-terasa-seperti-tertusuk-untuk-beberapa-menit-gejala-apakah-ini,"hello . , saya sering sekali mengalami dada tiba tibaÂ seperti tertusuk. akhirnya untuk menarik nafas pun sakit. dalam sebulan saya sering mengalami itu. gejala penyakit apa  ? apakah berbahaya ?Â "
417,417,391,gagal-jantung,/komunitas/topic/keluar-darah-dari-tenggorokan-3,"slmt pagi menjelang ,gini ,kemaren mlm saya lg kumpul sama tmn2 dirumah nya,trus tiba2 ada yg aneh di tenggorokan saya,setelah saya meludah itu ternyata darah yg keluar dari tenggorokan saya,tapi beberapa menit sebelum itu saya memang batuk dlu ,kira2   ?bulan2 sebelum nya saya memang sudah batuk tapi tidak sering,paling dalam sehari batuk nya sekali atau dua kali,cuma memang susah buat sembuhnya,malah udah berobat juga,kesini2 nya saya udh tidak batuk lagi,cuma ya kemaren aja sebelum keluar darah itu batuk dulu,mohon pencerahan n
"
945,945,2701,serangan-jantung,/komunitas/topic/gejala-maag-atau-jantung," ,,, seminggu yang lalu sy mgalami nyeri di uluh hati, mual smpe muntah n mencret, sy pikir psti maag (seumur bru merasa sprti ini) slama 2 hri bru mrasa baikan hnya dgn byak minum air putih n istrhat, tp stelah itu sya mrasa nyeri di dada n napas sy kdang trasa sesak,, ad artikel yg sy bca jd takut apa munkin ini juga gjla jntung,,"
830,830,511,serangan-jantung,/komunitas/topic/penanganan-serangan-jantung,",  jika peran saya di luar konteks,   soal penelitian yg sedang dikerjakan, peranya: apakah poliklinik jantung yg ada di rs biasanya juga bisa menangani pasien serangan jantung seperti rs jantung pd umumnya atau hanya berfungsi sebagai tempat konsultasi saja?,  sebelumnya
"
1229,1229,1278,stroke,/komunitas/topic/bellpassy,"
saya pernah di rawat dan menurut  saya terkena stroke ringan/parsial di wajah. bibir agak turun. alis di angkat kurang maksimal. mslhnya mirip seperti bellpassy. apakah saya terken bellpasy atau stroke? atau sama saja? apakah membahayakan ke depannya karena saya jd khwtr jika beraktifitas terkena stroke lebih parah

makasih sebelumny
"
416,416,363,gagal-jantung,/komunitas/topic/lemah-jantung8b1ebd," calon suami saya kan punya sakit keturunan dr keluarganya lemah jantung dan sekrng lbh sering kumat dan sering muntah darah , ka itu, lemes ,pusing ,sesak nafas ,mimisan, dan sekarang jd sering muntah darah . penanganannya gimna , trs cara penyembuhannya dgn cara apa  ? sebelumn
"
737,737,1411,hipertensi,/komunitas/topic/sakit-kepala-dan-pinggang," ,   saya sering merasakan sakit kpala yg berlebihan kadang kala sakit itu disertai mual,
lalu saya juga sering merasakan sakit pinggang disebelah kanan, sakit nya sampai terasa lemas diseluruh tubuh apalagi klo saya kurang minum
saya berumur 19 th ttapi tensi darah saya kadang tinggi (160) kadang rendah (90)
apakah penyebab semua itu apakah karna pola makan yg tdak teratur dan aktivitas yg banyak karna pekerjaan saya? mohon penjelasan n
terimakasih"
739,739,795,hipertensi,/komunitas/topic/darah-tinggi-ibu-hamil, istri saya usia 39 tahun sekarang hamil 21 minggu ketika d periksa k bidan d tensi tekanan darahnya 150/90mmhg..untuk riwayat darah tinggi tidak ada cuman karna anak masih kecil dan membuat kesal.apa penyebabnya..mohon info dan cara menurunkan atau solusinya...  atas infonya
1240,1240,1881,stroke,/komunitas/topic/apakah-bisa-dikatakan-tanda-struk-atau-yg-lainnya,"slamat .
ingin  tntang gejala struk ringan.. slama bbrapa bulan trakhir sering mengalami hal"" yang tidak nyaman diwajah sebelah kirinya.. terutama di bagian pipinya. sering marasakan seperti tertarik sendiri ke arah belakan.. dan diwaktu pipi tertarik scara tidak sengaja itu,  merasa sulit untuk berbicara secara jelas.
fan yang dirasakan itu hanya wajah sebelah kiri tepatnya pada bagian pipi saja..peran saya.. apakah hal tersebut bisa dikatakan sebagai gejala struk?.
atau hanya gangguan saraf?. atau hal lainnya..,. ."
831,831,547,serangan-jantung,/komunitas/topic/detak-jantung-melambat-sewaktu-posisi-berdiri-ke-posisi-jongkok,"   apa penyebab detak jantung melambat sewaktu merubah posisi dari berdiri ke posisi jongkok atau dari posisi berdiri ke posisi tidur disertai dengan nyeri perut dan dada seperti di tekan tetapi bersifat sementara. dan itu kadang kadang terjadi sewaktu maagnya kambuh  sebelumnya
"
261,261,2160,gagal-jantung,/komunitas/topic/jantung-48,apakah perbedaan gagal jantung dengan decompensasi cortis ?
267,267,386,gagal-jantung,/komunitas/topic/kakitanganwajah-bengkak,",, sekarang sedang sakit kemarin sempat di infus dan kaki sm tangan  menjadi bengkak,apakah itu tanda penyakit liver?lalu bagaimana mengatasi bengkak pada tubuhny?trimss
"
832,832,2665,serangan-jantung,/komunitas/topic/sakit-dada-sebelah-kiri-knpa, sya mau bertnya.dulu sya pernah skit tb selama 9 blan dan alkamdulillah dua blan yg lalu sya dinyatakan sembuh tpi kmren sya sbut kecil dgn suami tiba2 dada sbelah kiri sya terasa nyeri yerkdang terasa susah bernafas apakah berpengaruh dgn skit sya yg lalu..mohon dijwb trimksih......
1044,1044,1606,stroke,/komunitas/topic/penyakit-stroke-4," .  , nenek sya terkena stroke. tapi dia masih bisa bicara dan masih bisa duduk. hanya saja tangan dan kaki sebelah kanan tidak bisa berfungsi. dan dia sering merasakan sakit yang luar biasa dibagian tulang dibadanya. sebaiknya tindakan apa yang harus dilakukan dan obat seperti apa yang boleh dikonsumsi dalam jangka panjang untuk penderita seperti ini. terimakasih ."
389,389,2206,gagal-jantung,/komunitas/topic/batuk-berkelanjutan,",  mempunyai penyakit batuk-batuk yang disertai pusing dan panas, suatu saat dia pernah mengalami batuk disertai dengan darah ? itu sudah separah apa  ?saya pernah melihat di televisi, jika batuk berkelanjutan 3-4 bulan lamanya dan tidak di periksa, ka itu awal gejala dari kanker hati  ? apakah benar ? .."
198,198,2311,aritmia,/komunitas/topic/jantung-81,",  biasanya setelah hasil holter monitor 24 jam keluar. dan hasilnya menunjukan adanya svt, tachycardia, dan arhytmia. biasanter jantungnya akan melakukan tindakan seperti cath? atau hanya menggunakan obat minum? tksh."
347,347,775,gagal-jantung,/komunitas/topic/gagal-jantung-kiri-kanan,"    itu kemarin usg jantung trus hasilnya di surat  itu
1 kedup kedup : normal
2 ruang jantung
-dimensi lv dilatasi lvidd 5,52 cm
-dimensi la normal las 3,63cm
-dimensi rv normal rvidd 2,06 cm
-tidak terdapat lv hypertropy
3 fungsi sistotik lv menurun ef 24%
4 fungsi sistotik lv normal e/a 0,98
fungsi sistotik rv menurun tapse 1,26cm
5 analisa segmental lv tidak terdapat regional wall mation apnormality
6 tidak dapat trombus maupun vegetasi intrakardiak

nah distu kesimpulannya gagal jantung kiri kanan
tolong di jlaskan  saya masih belum mengerti
"
173,173,846,aritmia,/komunitas/topic/aritmia-dan-asam-lambung,"..sy  3th yg lalu sy di diagnosa aritmia ka sih karna asam lambung yg kronis..echo sdh prnh ka hsilnya baik.dn sy udh 2th lebih mengkonsumsi obat2an sprti concor..brangsur angsur kondisi saya membaik..tnpa ad keluhan..nah stlh lebaran kmrn sy merasa kambuh..sprti nadi yg agk cepat walaupn normal..tp mudah kliyengan dn lemas stlh bnyk aktifitas..sprti org yg hbs skit..lalu ini kedua lengan gmpng kesemutan pas tidur dg sensasi sdkit panas pada lengan..menurut  ini gangguan pada jantung saya ato pada asam lambung saya.. 
"
285,285,375,gagal-jantung,/komunitas/topic/mengatasi-kaki-bengkak-dan-nyeri-pada-penderita-sakit-jantung,"ayah mertua saya sering sekali mengalami kaki bengkak dan terasa cekot2, kemudian bulan kemaren sempat seminggu d rs karena serangan jantung, tp setelah dr rs kakix masih sering bengkak dan cekot2, padahal sudah dpt obat kolestrol dan asam urat dr ..bagaimana tindakanx , sementara obat dr rs jg masih ada, karena masih dsruh kontrol2.. trims
"
711,711,968,hipertensi,/komunitas/topic/kenapa-29,"hai ..
 ya setelah pernah mengalami tekanan darah tinggi, saya merasa cepat lelah dan kecapean sehingga pusing yg terus menerus?"
110,110,2315,aritmia,/komunitas/topic/disritmia-dan-aritmia,", apa perbedaan disritmia dan aritmia? dan apa penyebabnya?
mohon dijelaskan. terimakasih"
67,67,2391,aritmia,/komunitas/topic/jantung-berdebar-kencang-3,"k... beberapa hari ini saya mempunyai keluhan, yaitu jantung saya suka berdebar kencang, atau biasa kata orang orang ""deg deg an"" sendiri. lama deg deg an nya sekitar 7 detik an lah. awalnya saya anggap hanya biasa saja, tapi lama kelamaan menjadi sering muncul , 1 hari bisa sampai 5/7 kali. nah kira kira itu  ? terus apa yang harus saya lakukan?Ã¢Â terimakasih"
1103,1103,1757,stroke,/komunitas/topic/stroke-30,"doc,sudah satu bulan  terkena stroke tapi sampai sekarang blm bisa nelan makanan,klu di kasih makan bubur yg msk cuma air ny saja nasi ny tinggal di dlm mulut,tlng pencerahan ny doc , makasih"
139,139,2319,aritmia,/komunitas/topic/detak-jantung-tak-teratur,"sy 34tahun,apa yg menyebabkan detak jantung tidak teratur? blakangan ini dalam 1hari pasti ada detak tak teratur yg terjadi sebanyak 1~3 kali sehari. bahkan disaat sy rebahan di tempat tidur. tidak nyeri, hanya jantung berdetak cepat skali slama beberapa detik. kadang saat rebahan, bbrapa menit kmudian, hidung seperti mampet dan sesak..sy tidak merokok. terimakasih penjelasannya"
530,530,1496,hipertensi,/komunitas/topic/usia-32w-lahir-bisbertahankah,",,
 mekan , sekarang saya sedang hamil 32 minggu tetapi saya terkena preeklampsia, menurut  yg menangani saya kata nya harus mengeluarkan janin dengan segera, tapi apakah nanti bayi saya bisa bertahan hidup jika di lahirkan dengan usia kandungan yg belum cukup matang?"
707,707,1056,hipertensi,/komunitas/topic/bells-palsy-dan-hipertensi,"  sudah lebih dr 2 minggu ini menderita bell's palsy, pada hari pertama saya membawa  ke  syaraf dan diberi obat acyclovir, methylprednisolone, mecobalamin, dan kapsul berisi paracetamol dan diazepam, serta jadwal fisioterapi seminggu 2x. selama terkena bell's palsy tekanan darah  selalu tinggi, setiap hari saya ukur rata"" 150/100. kemudian 15 belas hari berikutnya ketika  kontrol saya sampaikan pd  ttg tekanan darah , ka akan diberi obat turun tensi, namun setelah saya tebus ternyata tdk ada obat turun tensi. obat yg diberikan sama seperti yg pertama hanya saja tidak lagi diberi acyclovir. sekarang sudah 3 hari sejak kontrol kemarin dan nyeri di belakang telinga  justru ada lagi , hanya tidak sesakit yg dulu, dan tekanan darahnya masih saja 150/100. bagaimana  menurut  langkah yang harus saya ambil? dan sebenarnya bagaimana kondisi ?"
728,728,757,hipertensi,/komunitas/topic/micardis-dan-amoldipin,"
saya memiliki tekanan darah 140/90 kemudian  memberikan obart micardis 80mg, obat ini sanggat mahal harganya. apakah dengan tekanan tsb saya harus meminum obat tsb ? dan baru baru ini saya bertemu dengan teman saya yang memakai obat darah tinggi ""amoldipin 5mg"", apakah saya dapat mengantinya dengan obat tsb tanpa ada instruksi dari  sebelumnya ?.mana yang lebih baik dari 2 obat tsb ? mohon petunjuknya.."
798,798,548,serangan-jantung,/komunitas/topic/perasaan-paranoid-dan-lemas-berkepanjangan-dan-jantung-berdebar,", saya pria berumur 24 tahun. 2 tahun yg lalu saya muntah dan sesak sgt sulit bernafas, d bawa k rs hanya sebatas  keluhan saya lngsung d vonis asam lambung tanpa ada pemeriksaan dan saya d pulangkan, beberapa kali saya kluar rumah dan saya muntah dan sesak lagi dan membuat saya jadi takut untuk berinteraksi keluar rumah, itu sangat mempengaruhi kualitas hidup sa sy frustasi stres depresi smpai sy pernah berfikiran untuk mengakhiri hidup, tp sy buang fikiran negatif itu jauh jauh. perlahan saya mulai memberanikan diri untuk berinteraksi, tapi saat ada kegiatan pergi jauh atau d tempat keramaian saya seperti trkena serangan cemas  sesak pusing, tapi saya tetep lawan, hingga sanpai saat ini serangan panik sudah mulai berkurang, tp lain lagi sekarang badan saya sering lemas , jantung sering berdebar dan kalau mau tidur saya kayak paranoid berlebihan pada sesuatu yg saya ga tau itu apa .
"
1185,1185,303,stroke,/komunitas/topic/ganguan-tidur-pada-penderita-strokeb915da,"  usia 67 tahun kena stroke ringan tetapi hasil ct scan belum keluar. makan bisa walaupun harus yang lembek karna suka tersedak. hanya saja jadi susah tidur , malam susah tidur siang juga sama susah tidur. seperti gelisah. baru rebahan sebentar mau tidur sudah bangun lagi, duduk nanti rebahan lagi baru berap menit bangun lagi spserti yang gelisah. apakah ada terapi atau obat khusus  agar  bisa istrirahat. terimakasih
"
