,Unnamed: 0,Unnamed: 0.1,category,url,question
608,608,67,hipertensi,/komunitas/topic/saffron,", saya baca di artikel web alo, pemakaian saffron akan ada interaksi dg obat hipertensi. seperti apa interaksi yg dimaksud? apakah ada takaran yg aman untuk mengkonsumsi saffron bagi pengkonsumsi obat hipertensi?
"
1295,1295,1083,stroke,/komunitas/topic/bibir-lidah-dan-tangan-serasa-membesar,",  sy ada riwayat hipertensi, kadang-kadang klo sy ada masalah dan marah-marah kepala saya serasa gliyengan, ga lama disertai bibir, lidah dan jari2 serasa membengkak & terasa berat, pdhl dilihat normal2 aja, apa yg sebaiknya sy/orang disekeliling sy lakukan saat bibir lidah dan tangan sy serasa membesar. 
"
928,928,2681,serangan-jantung,/komunitas/topic/gelisah-dan-lelah," , .mengapa badan sering saya sering merasakan lelah,pusing setiap hari,jantung berdebar-debar kadang kadang lemah dan merasa gelisah.kira kira penyakit apa  yang saya alami."
1052,1052,1669,stroke,/komunitas/topic/lengan-seperti-lumpuh,", suami saya tiba-tiba lengan kiri hingga kaki sebelah kiri terasa nyeri dan pegal. hingga tangannya kiri tersebut tak bisa/tak kuat mengangkat. telapak tangan terlihat bengkak. pangkal paha kiri sakit nyeri. sudah 3 hari ditempel koyo cabe, pun tidak ada reaksinya(tidak terasa panas, pdhl banyak dia tempel di lengan kiri). apakah itu gejala stroke atau sakit asam urat? sudah ke klinik dan diberi obat, agak reda sih. tp dirujuk ke dr syaraf. sementara blm ke bs pergi ke dr syaraf utk saat ini. trmksh."
602,602,406,hipertensi,/komunitas/topic/kolesterol-95,", apakah terlalu banyak fikiran bisa mengakibatkan kolesterol tinggi atau darah tinggi seseorang?
terimakasih..
"
1255,1255,1597,stroke,/komunitas/topic/kaki-kesemutan-setelah-sembuh-dari-stroke,"mlm     kmrin kena pnyakit stroke mati sebelah skrng udh bs jalan tp kaki msh kesemutan dan kram/nyeri dan susah tidur,kira2 apa penyebabn?dan bagaimana mengatasinya?"
1003,1003,573,serangan-jantung,/komunitas/topic/jamu-untuk-stroke-dan-jantung,"  ,jamu tetes hage itu bagus gak buat jantung dan apakah bisa buat proses penyembuhan stroke ??
dan apakah sudah bpom .
terimakasih
"
1114,1114,716,stroke,/komunitas/topic/stroke-ischemic,",  mengenai stroke ischemic.  didiagnosa mengidap pernyakit tersebut, awalnya tekanan darah ayah tinggi mencapai 180, dipuskesmas dirujuk ke rumah sakit, diperjalanan  muntah2. selama dirumah sakit tekana darah beliau selalu naik turun, dan juga mengalami kesulitan bicara. apa yang harus saya lakukan ? bagaimana dengan makanannya, makanan apa yang boleh saya berikan untuk menurunkan dan menjaga tekanan darah beliau tetap stabil, dan juga apakah ini bisa sembuh ?
"
859,859,2717,serangan-jantung,/komunitas/topic/sakit-pada-uluati-sampe-ke-tulang-rusuk, .pada ulu ati saya klo malam terasa nyeri sampai ke tulang rusuk dekat ulu hati..sakit apakah itu
883,883,2555,serangan-jantung,/komunitas/topic/perbedaan-7," apa perbedaan penyakit gagal jantung, serangan jantung,angina,lemah jantung.tulisin perbedaanya tolong "
680,680,427,hipertensi,/komunitas/topic/riwayat-asma-saat-hamil," , saya irma dari madura, sy punya riwayat asma, sekarang sedang hamil 5bln,bagaimana caranya agar selama hamil asma sy tidak kambuh , dan bagaimana tindakan yg dilakukan ketika kambuh asmany,
satu lagi , bagaimana mengatasi tekanan darah tinggi ketika hamil?
teimakasih sebelumn
"
41,41,425,aritmia,/komunitas/topic/detak-jantung32ef37,"saya berusia 19 tahun.. yaa setiap saya melakukan aktivitas olahraga saya merasakan detak jantung seperti berhenti sebentar dan badan seperti dialiri hawa dingin..ketika istirahat detak jantung terasa cepat dan lambat..sebelumnya saya sudah periksa ke beberapa  dan hasilnya semua normal..hanya saja saya belum sempat rekam jantung di rs
"
948,948,2726,serangan-jantung,/komunitas/topic/hipertensi-apakah-bisa-menurun," saya yulius , ortu saya juga punya penyakit hipertensi dengan tensi 160/90 apakah tergolong tinggi ,jika tidak di obati apa dampaknya bagi tubuhnya dan saya sekeluarga punya sifat yang keras dan tdk mau ngalah jika bicara apakah kami anak2nya juga bisa kena hipertensi di kemudian hari , dan apa saja gejala kami terkena hipertensi ,karena saya baca di artikel bhwa penyakit ini mematikan ke 3 setelah jantung dan kanker ."
734,734,961,hipertensi,/komunitas/topic/sakit-kepala-776,", umur saya 18 thn. dari kmrin saya sakit kepala bagian kanan, rasa sakit nya di alis sampai kepala bagian belakang, dan saya juga memakai kaca mata. kalau habis tidur terus duduk itu nyeri seperti ditusuk"" dan kalau habis duduk mau berdiri juga gitu. sakit kepala saya ini karna apa  dan gimana cara mengatasi nya?"
253,253,2337,aritmia,/komunitas/topic/sering-sesak-napas-3,"saya pria berumur 47 tahun. saya ada indikasi aritmia, karena pada nopember 2016, saya merasakkan detak jantung yang sangat cepat sekali dan terasa seperti mau pingsan (sebanyak 4x) dan kata  untuk aritmia mesti di adakan tindakan kateter ablasi. saya ada beberapa peran :
1. sudah sekitar 2 mingguan ini saya sering mengalami sesak napas, terutama sehabis makan.
2. untuk tidakan kateter ablasi, apakah itu jalan terbaik.
 atas jawabannya
Â "
218,218,484,aritmia,/komunitas/topic/detakan-jantung-sangat-terasa-saat-berbaring-disertai-nafas-pendek2,"asu alaikum wr.wb,   perihal kondisi kesehatan saya, saya merasakan detak jantung tak beraturan belakangan ini dan sangat terasa terutama saat berbaring, serasa badan dan kepala ikut bergetar mengikuti irama jantung. nafas juga pendek2 gitu , tubuh cenderung cepat lelah dan lemas, pandangan mata jg agak terganggu. saya juga rasakan seperti demam.saya sudah periksakan ke rs, pemeriksaan darah dan  bilang saya positif gejala tipes ringan sehingga dirawat selama beberapa hari. akhirnya dinyatakan bisa pulang padahal selama di rs saya masih terus rasakan hal yg saya sebutkan diatas dan sampai hari ini masih merasakan hal tersebut. dulu jg pernah ke klinik dan disarankan melakukan tes t4 tetapi saya belum sempat tes saya langsung ke rs utk dirawat (yg tipes ringan tadi)kira2 apa yg terjadi pada sa, karena ketika detak jantung terasa saat berbaring dan nafas pendek2 saya jadi cemas dan susah tidurmohon dijawab ,  !
"
359,359,799,gagal-jantung,/komunitas/topic/dok-kalau-punya-penyakit-jantung-lemah-kok-muntah-muntah-terus-itu-kenapa-ya-dok," .kalau punya penyakit jantung lemah kok muntah muntah terus itu  ?
"
702,702,87,hipertensi,/komunitas/topic/polikistik-kidney-penyakit-turunan-atau-bawaan-atau-mutasi-gen,",teman saya di diagnosa menderita polikistik kidney, setelah menjalani beberapa test dan mri, dia berusia 45thn. baru mulai bulan kemarin mengalami keluhan sakit sekitar perutnya. dan di konsultasikan ke . sebelumnya tidak pernah alami sakit perutnya. apakah dia menderita polikistik kidney karena penyakit turunan ? bukan penyakit bawaan ? karena di surat keterangan  dituliskan penyakit ini bawaan. jika penyakit bawaan apakah seharusnya dia sudah mengalami gejala atau sakit sejak remaja ?apakah sebenarnya mungkin, karena mutasi gen? dan terjadi pada saat umur nya saat ini ?
"
1141,1141,1999,stroke,/komunitas/topic/sakit-kepala-hingga-ke-tungkuk-belakang,"  bertan, saya mengalami sakit kepala yang sakitnya hingga ke tungkuk leher. apakah itu gejala kolestrol ? padahal saya selalu memperhatikan pola makanan saya.Â rasa sakit yg saya alami ini hanya hilang beberapa saat saja. tetapi setelah bangun tidur pagi, rasa sakitnya kambuh lagi.1 peran lagi . apakah tungkuk leher belakang jika sering di kerokin bisa menyebabkan stroke ?mohon dijawab peran saya. terimakasih"
976,976,2442,serangan-jantung,/komunitas/topic/kekentalan-darah-2," karna aca igm ( kekentalan darah) saya saat ini mengalami peningkatan untuk bulan berikut nya saya di minta  untuk test darah lagi untuk melihat hasil aca igg dan aca igm saya apa masih sama seperti kemarin atau sudah berubah, yg  kan makanan atau buah2an apa yg bagus untuk mencairkan darah biar tidak ada kekentalan darah karna saya suka pusing . terimkash"
580,580,718,hipertensi,/komunitas/topic/obat-hipertensi-diminum-penderita-ginjal," ada masalah dengan ginjal (kronis), dan punya obat hipertensi diovan apa boleh di konsumsi? karena saya baca di internet diovan itu berpotensi ke gagal ginjal kalau tidak cocok atau sebagainya.. dan sebelumnya saya sdh tanter di rs tapi malah boleh2 saja bilangnya...padahal ginjal adalah organ vital yang gabisa sembarangan"
842,842,508,serangan-jantung,/komunitas/topic/jantung-dan-pembuluh-darah-koroner,", apakah perbedaan antara infark miokard dan acute coronary syndrome, apakah karakteristik nyerinya sama dan bagaimana penatalaksanaannya?terimakasih 
"
1093,1093,266,stroke,/komunitas/topic/strokeb731f8,"  sakit stroke yg ke 2, namun akhir2 ini sering cegukan yg tidak berhenti2. setiao hr setiao waktunsekaku cegukan dan ka beliau dadanya panas/nyeri.. itu   saya bingung? padahal beliau br plg dr rumah sskit
"
315,315,361,gagal-jantung,/komunitas/topic/nafas-berat--susah-tidur-di-malam-hari-dan-mual-mual,".
 beri, bapak saya sudah berumur hampir 60 tahun, dia sering mengalami susah tidur pada malam hari, setiap kali berbaring, dia merasa nafas yang berat. apa yang harus saya lakukan supaya dia bisa tidur kembali di malam hari dengan tenang??
dan juga akhir akhir ini dia sering mual mual.
Â 
mohon bantuannya para  untuk membantu saya.
terimakasih banyak
Â 
 sk
"
272,272,824,gagal-jantung,/komunitas/topic/penyakit-jantung-58,"
    kan punya penyakit jantung dan memangnya klo penykit jantung itu bawaan nya suka emosi ya misal seperti saat dia kecapean.
dan cara supaya  bisa mengatasi/mengkontrol emosinya degan cara apa ?
mohon di jawab."
1230,1230,1690,stroke,/komunitas/topic/stroke-41,".
   ?.
jika seseorang sudah terbiasa mandi air panas tengah malam. apa itu bisa menyebabkan penyakit stroke?.
tolong di jawab ..."
238,238,869,aritmia,/komunitas/topic/aritmia-jantung-4,", jantung terasa seperti ada yg melompat detaknya. dan saya ekg,hasilnya saya dibilang kena aritmia jantung. dan itu sdh berlangsung 3 thn yg lalu,sampe saat ini saya minum penghambat beta. apakah saya bisa sembuh normal ?
"
117,117,454,aritmia,/komunitas/topic/nyeri-dada-dan-dada-berdebar-pasca-radang-tenggorokan," , beberapa hari lalu saya kena radang tenggorokan selama 3 hari. di malam pertama badan saya panas tapi tak lama kemudian normal kembali, badan terasa pegal linu dan disaat saya radang tenggorokan, dada saya terasa seperti sesak tapi sebenarnya tidak sesak karena saya masih bisa bernafas dengan normal. beberapa kali saat radang tenggorokan, dada saya terasa berdebar dan berdegup dengan kencang namun hanya dengan intensitas yg jarang saja, beberapa saat hilang dan kemudian timbul lagi. sampai radang tenggorokan saya sudah sembuh pun dada saya masih terasa nyeri dan beberapa kali dengan intensitas jarang masih terasa berdebar. mohon infon, dan tindakan apa yg harus saya lakukan untuk menghilangkan rasa nyeri dan berdebar di dada saya. 
"
264,264,2218,gagal-jantung,/komunitas/topic/sering-kencing-malam,"hay .
saya sering kncing tengah malam. bahkan sampai 3x. tu normal ap saya terkena penyakit ."
175,175,2346,aritmia,/komunitas/topic/detak-jantung-sering-berhenti-palpitasi,", saya ingin mengetahui apa sebenarnya yang sedang terjadi pada diri saya. kejadiannya sudah berlangsung selama 1 bulan lebih 2 mingguan, biasanya detak jantung berhenti ini terjadi ketika sedang makan atau setelah makan. jadi, ketika selesai makan, saya merasakan detak jantung terasa berhenti 1 kali detakan, kemudian diikuti detakan selanjutnya yang terasa lebih kencang. saya rasakan melalui denyut nadi dan memang ini berhenti 1 kali detakan dan diikuti dengan detakan yang lebih kuat setelahnya.
Â 
saya banyak baca2 bahwa ini adalah palpitasi (detak jantung melewatkan 1 detakan). saya sangat cemas dan khawatir apakah ini penyakit atau bukan. obat apakah yang bisa meringankan gejala jantung seperti ini? kejadian ini lebih sering terjadi ketika sedang makan atau setelah makan. ketika terjadi henti detakan tersebut, tubuh terasa seperti cegukan dan hilang napas sesaat, dan ketika jantung telah berdetak kembali, tubuh terasa normal.
Â 
mohon informasinya mengenai hal ini,
Â 

jenis kelamin: pria
28 tahun,
160 cm / 79 kg"
1051,1051,1422,stroke,/komunitas/topic/stroke-ringan-diruma,"
 mengalami stroke. sudah 1 minggu lebih. waktu pertama mengalami gejala tidak dilarikan ke rs langsung namun ditusuk jarum pada jari. sesudah itu  tidur. 1 minggu kemudian keadaan  mengalami peningkatan dari yg bisa makan sendiri, berjalan sendiri, meski drngan sedikit lemas. namun waktu hari ke 8  duduk lama sekitar 1 jam karena ada kerabat dan minim ilmu di keluarga.uwaktu pagi hari  mengalami penurunan fungsi tubuh.

apa yg harus dilakukan?
"
204,204,863,aritmia,/komunitas/topic/ekg-9," ,  mau  kalau misalkan bedanya sinus takikardi tanpa nadi sama vertikel takikardi tanpa nadi tuh gimana? terus algoritma penanganganannya gimana?
mohon bantuann

"
231,231,2392,aritmia,/komunitas/topic/hipertensi-26," sok, saya anggi 24 th. sok sya mau  nihh, sya kan bulan lalu ikut medical check up hsilnya irama jantung sya buruk, trs tekanan daraah sya tinggi (170/100).  apa kedua hal tab brhubungan k, trs sya hrii ini tes tekanan darahh lagi ternyata masih sma , apa yg hrus sya lakukan k? sya parno jdi kepikiran -_-, ttimakasihh k"
838,838,2468,serangan-jantung,/komunitas/topic/nyeri-di-tengah2-dada,"slmt  maad sblumny mengangu sy mau tnya terkadng dada bagia tengah sy suka nyeri .. knp  ???

sblumny trima ksih "
553,553,964,hipertensi,/komunitas/topic/makanan-yang-aman-untuk-mencegah-hipertensi-asam-urat-dan-maag,",  .  kan punya penyakit hipertensi, asam urat, dan maag. nah makanan yang cocok untuk mencegahnya apa ? soalnya saya cari di google hasilnya berbeda antara blog satu dengan blog lainnya
 "
363,363,2192,gagal-jantung,/komunitas/topic/keluhan-pada-jantung," ,  pasangan sya memiliki kelainan pda jntungnya stlah dpriksa trnyta jntungnya mengecil apakah pnyebab it smua ? apakah it sangat berbahaya bagi kselamatnnya? dn bgaimna cra mengatasinya?"
644,644,456,hipertensi,/komunitas/topic/obat-hipertensi-boleh-di-hentikan,"apakah amplodipiline / norvacs boleh dihentikan?
apa efek sampingannya kalau berhenti ?
Â 
"
850,850,954,serangan-jantung,/komunitas/topic/apa-obat-buat-menyembuhkan-rasa-sakit-di-bagian-dada-sebelah-kiri,",  , saya widyia.   ,apa sebabnya dada sebelah kiri saya suka sakit nyelekit hingga ke payudara dan dada bawah dekat tulang rusuk ya... padahal saya udah cek ke rumah sakit cuman giagnosa nya katany aman dan gpp... saya cemas  soal ini karna saya jugakan lagi kerja. mohon beri jawaban dan solusinya.. (?) terimakasih .."
1188,1188,1153,stroke,/komunitas/topic/bibir-kebas-dan-kesemutan,", beberapa hari ini saya sering mengalami kebas dan kesemutan di bibir. setelah diingat-ingat akhir-akhir ini saya mengkonsumsi ranitidine. apakah itu ada hubungannya ? dan jika iya apakah berbahaya atau hanya efek normal ?
ditunggu jawabannya.  .
"
197,197,2283,aritmia,/komunitas/topic/aritmia-11,"baru baru ini saya sering merasakan detak jantung berdetak tidak normal .. sebelumnya sih cuma sebentar kira"" 2-3 detik. dan itu jarang sekali. tapi jantung kayak berhenti berdetak dan dada sesak tapi tidak sakit dan pusing tapi akhir"" ini agak lama durasinya sekitar 8-9 detik jantung seperti (dug,dug--,dug dug--) berulang kali setiap berdetak ada berhenti berhenti dan sesak tapi tidak sakit apakah ini normal  atau bahayakah?"
467,467,355,gagal-jantung,/komunitas/topic/cardiac-heart-failure,",  mengenai candesartan. kaka saya megalami chf dan diberikan obat tersebut, tetapi setelah mengkonsumsi obat itu dia selalu merasa berdebar-debar. apakah pengobatan terus dilakukan saja atau bagaimana ? mohon jawabanya terimakasih.
"
1195,1195,1049,stroke,/komunitas/topic/cara-menyembuhkan-stroke-ringan-2," ,  .  awalnya cuma jari jempol nya gg bisa di gerakin rasanya seperti kesemutan 4 hari ini kok nular ke kaki sebelah kirinya juga gg bisa digerakin sama sekali. tubuhnya bagian kiri dari tangan sampe kaki semua gg bisa di gerakin tpi bagian kanan semua normal dan saat di cek itu tekanan darahnya 190,90, ka itu sudah stroke dan sekarang dirawat dirumah aja dengan bantuan obat dari .. trus ka gak boleh makan apa apa selain sayuran dan buah semangka. kan kasian cuma itu2 aja biar cepat sembuh terus kakinya sama tangannya bisa digerakin trus biar cepat normal harus makan apa aja ..?? kasian soalnya ngeliat ibuku sakit gak bisa ngapa - ngapain...!
mohon bantuannya kkk...
"
290,290,793,gagal-jantung,/komunitas/topic/jantung-bengkak-12,"hai   udah sebulan lebih sakit karena susah bernafas bberapa waktu yang llu  drawat inap di rsud anshari shaleh banjarmasin dan kata  nya  mengalami pembemkakan pada jantung sekarang susah bernafas x sudah mulai kurang tetapi kalau melalukan aktivitas kambuh lagi susah bernafas nya apakah benar itu ada gejala biri biri
"
531,531,1389,hipertensi,/komunitas/topic/minum-obat-2,"bahaya ga minum obat tensi dan gula buat tubuh .
apa dampak jika diminum bersamaan bagi penderita keduanya"
1206,1206,1838,stroke,/komunitas/topic/apa-obat-strok-dan-cara-mengobati-koma-tidak-sadar,",   tentang ayah sa.  udah 1 bulan 2minggu koma ato tidak sadar dan sudah 2 kali operasi. yang sama  apa obatnya dan bagaimana solusin?? tolong dibalas "
209,209,2368,aritmia,/komunitas/topic/aritmia-dan-penyumbatan-arteri-koroner,", 13 april lalu hasil ekg menyatakan saya menderita aritmia dan penyumbatan pada arteri koroner. jenis obat yang dikonsumsi tergolong kompleks, untuk kolesterol, mencegah iskemik diotak, mengurangi nyeri dada, menurunkan hipertensi, dan untuk mencegah terjadinya pembekuan darah serta tukak lambung. ada satu obat yaitu utk menstabilkan detak jantung, setelah saya teliti komposisi zat-zat aktif yang terkandung didalamnya, salah satunya saya kandungan flavonoids senyawa polifenol yaitu 40mg/tablet. aturan minum minimal jam 5 subuh maksimal jam 9 pagi. satu tablet dosis 80mg, diminum 1-2 tablet sekali sehari.perann, dua jam setelah meminumnya mengapa jantung saya berdetak hebat, rasa-rasanya jantung mau lompat pindah posisi.? telapak tangan jari-jari serta mata kaki kebawah dingin seperti es batu. bukankah senyawa tersebut diklaim bagus utk otot jantung.?  menjelaskan obat tersebut butuh adaptasi maksimal 15 hari setelah mengkonsumsi baru. hilang gejala tersebut. apakah harus diteruskan utk meminumn.?
 sebelumnya."
973,973,507,serangan-jantung,/komunitas/topic/-sudah-3-hari-keluar-keringat-dingin,"pak , namanya lily usia sekitar 70 tahun.sudah 3 hari keluar keringat dingin terus.juga ada batuk kering, sakit tenggorokan serta ada sedikit pusing.saya khawatir ada hubungan nya dengan sakit jantung.sebagai catatan  tdk pernah ada riwayat sakit jantung.mohon pencerahan nya.terimakasih
"
1098,1098,1202,stroke,/komunitas/topic/stroke-107,"saya stroke 10 des 2018 dirawat d rs 6 hari.kondisi sekarang..separo badan yang kiri otot kaku dan kebas telapak kaki dan tangan.dpt bicara..jalan..hanya kurang nyaman.batuk yg belum sembuh sampai sekarang berdahak.dirujuk di fisioterapi dengan saraf 161..sampai saat ini belum tak lakukan karena  saraf lain tdk menjanjikan ka terima apa adanya.kalo jalan dada sapai perut tertekan..jika tdk fisioterapi apa bs berubah membaik apa malah semakin nerat ..mksh
"
52,52,883,aritmia,/komunitas/topic/irama-detak-jantung-yang-tidak-normal,"
saya sedang hamil sudah 8 minggu 5 hari. saya melakukan usg hari selasa,23 oktober. dalam hasil usg,  tersebut menjelaskan jika perkembangan kondisi janin saya secara menyeluruh bagus dan baik. akan tetapi ada 1 hal yang tidak wajar, yaitu pada saat didengarkan irama detak jantung janin nya ditiap berdetak 4x ada sedikit jeda, dan selalu begitu pola nya, 4x dug dug dug dug ada jeda/berhenti sebentar.  tersebut tidak bisa menjelaskan secara detail  hal ini bisa terjadi.mohon bantuan , beri penjelasan tentang hal ini, karna jujur ini membuat saya khawatir. apakah saya kekurangan vitamin, atau asam folat, atau gizi lainnya yang dibutuhkan untuk janin saya ? jika iya, mohon saran n, agar saya bisa lakukan hal yang lebih baik lagi untuk tumbuh kembang janin saya.  banyak  sebelumnya.
"
222,222,2304,aritmia,/komunitas/topic/sering-sakit-bagian-dada,"  ,  di saat saya habis mandi atau kedinginan saya sering merasakan sakit dada, dan jika di saat stress saya juga merasakan hal yang sama dan ini yang paling parah."
171,171,2355,aritmia,/komunitas/topic/knapa-saya-ini,alo ..sya belakangan ni slalu ngerasa jantung saya sperti menggelinding kya bola ..maf tdk tau namanya?tapi itu hanya beberapa detik saja..tp ketika itu saya ngerasa sesak juga sebentar sma dgn frekuensi menggelindingnya itu....itu  ya saya jd tkut ?makasi  .mhon jawaban nya ?
805,805,2685,serangan-jantung,/komunitas/topic/nyeri-dada-bagian-tangan-sakit,", apa penyebab nyeri dada ? trus bdan sakit sprti bgian tngan kiri dan sering skit kpla."
195,195,2404,aritmia,/komunitas/topic/jantung-berdenyut-tak-karuan," , saya icha berusia 19th, knp setiap tidur kadang jantung saya berdetak kencang tak karuan tp tdk sesak nafas bahkan kepala rasanya jg ikut berdenyut kencang sehingga itu mengganggu tidur saya, setiap jm 3 terbangun dan tidak bisa tidur lg, utk tambahan saya lg sakit asam lambung tinggi .. mohon jawabannya, trima kasih"
989,989,2803,serangan-jantung,/komunitas/topic/nyeri-dada-13," usia saya 25 thn saya sering nyeri didada kanan dan kiri trus menjalar tangan kanan terasa sakit dan lemas jg dideyut nadinya juga sering mual dan pusing,, itu knp ?
oya satu lgi  mata saya kalua kena cahaya yang terlalu terang dan sinar matahari rasanya pedih dan berair dan saya juga ndak bisa melihat secara jelas?"
335,335,783,gagal-jantung,/komunitas/topic/jantung-lemah-14,". bagaimana tindakan pertolongan pertama jika ada orang yang jantungnya lemah tiba tiba ia pusing, dada nya sakit, sesak, pingsan bangun pingsan bangun dan pingsan lagi. sedangkan tempat kami jauh dari rumah sakit. mohon penjelasannya. terimakasih.Â 
"
719,719,1528,hipertensi,/komunitas/topic/darah-tinggi-2,"permisi , ibuk saya udah dri 2 bulan yang lalu darah nya mencapai 160 . sampek 2 minggu tidur terus dikamar . trus mulai 1 bulan yg lalu mulai batuk"" smpek skrng ka kalo kerja bersihin rumah dikit bisa gemeteran ,cepet lemes dan nafsu makannya dikit banget  . minta peneranganya dol . terimakasih ."
72,72,2387,aritmia,/komunitas/topic/asam-lambung-tolong-dijawab,".. saya cindy umur 15 tahun, perut saya sering berbunyi seperti orang lapar.. apakah itu asam lambung nya?
saya juga pernah merasakan detak jantung saya cepat dan keras, dan itu sakit sekali..
 sa?"
1243,1243,1555,stroke,/komunitas/topic/perbedaan-kram-otot-dan-stroke-ringan,..mohon penjelasannya mengenai kram otot dan stroke ringan?
709,709,1176,hipertensi,/komunitas/topic/hypertensi-13,"k.. saya fansen umur 24 thun. udah beberapa bulan ini saya merasa gelisah terus.. istrht mlm pun tdk nyenyak. bawaan darah dalam tubuh ini seperti mendidih terus.. setiap saya cek tensi saya rata2 140 /90. saya tensi setiap bngun tidur. riwayat orng tua saya memang hypertensi. peran sa apakah di umur saya yg 24 ini di wajibkan mengkonsumsi obt pnurun tensi seumur hidup?? dan kalo pun di anjurkan merk obat apa yg cocok untuk saya konsumsi ??
trims.. âº"
480,480,2204,gagal-jantung,/komunitas/topic/tangan-dan-kaki-selalu-keringatan," maw  ..kik dari sampai sekarang (22thn)
tangan dan kaki saya sering keringatan y..megang apa apa keringatan...hampir tiap hari ...itu  y..??"
875,875,2447,serangan-jantung,/komunitas/topic/sesak-nafas-255,"m  , sy mau , beberapa hari ini, setiap kali akan tidur, dada saya terasa berat, sehingga susah bernafas.. sudah hampir seminggu ini sy sering merasakan loncatan denyut jantung seperti orang yg di kagetkan, tp sy dalam kondisi santai dan rilex..  .. apa ada gejala penyakit.. mohon penjelasannya"
995,995,560,serangan-jantung,/komunitas/topic/lemah-jantung-29," .. di diagnosa oleh  lemah jantung dan setiap hari kalau ada suara berisik ataupun ada suara nada tinggi beliau sering kaget dan langsung sesak nafas juga sakit di dada.. kira kira cara penanganan pertama apa yg harus dilakukan 
"
724,724,131,hipertensi,/komunitas/topic/darah-tinggi-82,"?. umur saya 3o thn. semenjak udh ngelahirin anak ke 2 darah sy tinggi terus. kadang naik kadang turun lg, nyamfe mencafai 16o/9o. nymfe sekarang anak umur 2 thn. msh aja darah tinggi. nyamfe sama bidan jg d suruh kb suntik yg satu bulan.kata bidan nya biar ke fantaw. tf saya g d kasih obat fenurun darah. mohon fenjelasan nya dan solusin biar sy harus gimana
"
265,265,829,gagal-jantung,/komunitas/topic/penanganan-cth,"  , apa sebetulnya masalah utama gagal jantung?"
740,740,533,hipertensi,/komunitas/topic/kaitan-tekanan-darah-dgn-kolesterol, apakah tekanan darah yg tinggi berarti kolesterol nya jg tinggi???
413,413,2216,gagal-jantung,/komunitas/topic/penyakit-payah-jantung-pada-ibu-hamil,  tnya apa yang dimaksud dengan penyakit payah jantung pada ibu hamil Ã¢Â ?
227,227,889,aritmia,/komunitas/topic/aritmia-jantung-3," , , apakah aritmia pada jantung berbaha?
tadi saya pergi ke , lalu  bilang ritme detak jantung tidak teratur, dan harus melakukan rekam jantung ( belum di lakukan )
apakah aritmia berbaha?
gejala yg saya rasakan terkadang suka terasa tertusuk di dada tengah, tapi cenderung ke kiri, di ikuti dengan nafas sesak. sekarang untuk bepergian naik motor pun ikut sesak seperti ada yg berbeda
"
512,512,2135,gagal-jantung,/komunitas/topic/bagi-info-nya-dokter,",
beberapa hari ini tangan saya susah dikepal,setelah saya perhatikan ternyata kendalanya ada di pangkal jemari tangan saya.
semua pangkal jemari tangan saya seperti menebal dan mengeras,dan saat saya perhatikan lagi ,semua jemari saya mulai membesar.awalnya saya pikir kebas biasa karena bekerja,tetapi sekarang jemari kaki saya sudah mulai ikut juga.
jadi tolong ,bagi infonya mengenai hal yang saya alami.
terimakasih sebelumnya."
1219,1219,1793,stroke,/komunitas/topic/apa-penyebab-stroke,"  ?  terkena stroke kurang lebih 5 tahun, dan beliau juga sering sakit2 an contoh nya seperti pusing, sakit perut dsb. dan kadang kalau lagi sakit juga susah untuk makan nasi. menurut  bagaimana solusi dan penyembuhannya . thanks."
414,414,402,gagal-jantung,/komunitas/topic/jantung-bengkak-15,"  mekan soal jantung bengkak yg diderita . pemeriksaan trakhir  menyarankn untuk periksa dengan menggunakan selang yg dimasuk kan pada tubuh untuk mengetahui bengkakx parah atau tidak dn harus dipasang ring atau tidak.saya kurang paham soal pemeriksaan itu krna  memutuskn untuk menundax dengan alasan takut.pran saya bagaimana proses pemeriksaan trsebut apa memakan waktu lama shingga harus opname?dan jika diputuskan untuk pemasangan ring jantung apa memang itu cara trbaik? apa tidak bisa dengan cara pengobatan secara rutin?skian dari saya mohon tanggapanx, trimkasih ..
"
381,381,2220,gagal-jantung,/komunitas/topic/penyakit-paru-paru-basah,", seseorang mengalami gejala penyakit yaitu nyeri pada dada hingga menusuk ke tulang punggung, batuk disertai darah, mimisan, sesak nafas/asma, dan penyusutan berat badan, serta daya tahan tubuh yg lemah. apakah ini sudah masuk kedalam penyakit paru-paru basah stadium yg parah? penderita mengakui telah menderita penyakit ini sejak umur 8tahun, dan kini ia telah berumur 18th dan saat ini penyakit itu sering sering kambuh. apakah dengan meminum resep obat yg diberikan  sudah cukup untuk menangani penyakit ini? apakah penyakit ini bisa sembuh dalam waktu singkat? adakah tindakan lebih lanjut yg harus dijalanin si penderita? bagaimana cara untuk menyembuhkan penyakit paru-paru basah?"
1254,1254,1519,stroke,/komunitas/topic/bolehkah-pasien-paska-stroke-melakukan-perjalanan-j,".. sya , ibu sya terkena stroke karna pecah pembuluh darah otak sblah kiri 15 bulan yg lalu. skrg ibu sya bisa brjalan dn bergerak walau msih pelan2"
