category,,Unnamed: 0,category,url,question
gagal-jantung,2162,2162,gagal-jantung,/komunitas/topic/apa-obat-untuk-jantung-sama-diabet,"M'f dok, saya mau tanya, ayah saya penyakit jantung+deabet jadi kaki nya bengkak dan sesak nafas nya,,
Sekarang udah keluar masuk rmh sakit,,
Tapi ayah saya kurang olahraga dok.
Gimana tu dok solusi nya,
Tolong dok.."
gagal-jantung,2166,2166,gagal-jantung,/komunitas/topic/batuk-dimalam-hari-disertai-sesak-nafas,"Hallo dok,Yg mau saya Tanya kan jika malam hari dan saya batuk pasti disertai rasa sesak nafas, sehingga saya kesulitan untuk bernafas..mohon info nya dok..kiranya apa yg harus saya lakukan agar sembuh dari hal tersebut.terimakasih"
gagal-jantung,785,785,gagal-jantung,/komunitas/topic/asites-3,"Dok,ibu sy menderita DM kemudian ada batu di ginjal kanan dan sudah pernah dilaser, kemudian juga ada batu di empedu dan sekarang ditambah dengan asites yg penyebabnya belum jelas. Ibu saya kerap mengeluh gatal di sekujur tubuhnya tanpa sebab, kemudian sangat cepat lelah, dan berat badannya menurun drastis. Kira-kira ada hubungannya dari salah satu penyakit yg diderita tadi apa bagaimana dok?
"
gagal-jantung,371,371,gagal-jantung,/komunitas/topic/kardiomegalif3fce5,"siang dok,,, saya mau tanya perihal penyakit pembengkakan jantung yang dialami alm. Bapak saya yang meninggal karena penyakit tersebut.Dok, apakah yang dimaksud Diagnosis ADHF ec CAD, HHD AF RVR ?alm. bapak saya lebih ke sesak dan sebab meninggal SYOK KARDIOGENIK,Mohon jawabannya Dok . . .. Terima Kasih
"
gagal-jantung,2128,2128,gagal-jantung,/komunitas/topic/klep-jantung-bocor-jantung-bengkak,"Selamat Sore Alodokter.
Perkenalkan saya Ria.
Saya mau tanya,hari ini ibu (70 thn an ) saya cek EKG dan hasilnya ibu saya kena "" Klep jantung bocor , jantung bengkak "", dan untuk hari senin dianjurin untuk cek darah. Selama ini tekanan darah tangan kiri ( 110 an ) dan tangan kanan ( sampai 160-200 an ) dan kalo ibu saya tidak minum obat, akan menyebabkan kaki bengkak dan susah jalan. Yang saya tanyakan apakah kondisi seperti itu harus operasi atau bagaimana ?, Mohon jawabannya dokter.
Terimaksih sebelumnya dokter"
gagal-jantung,2172,2172,gagal-jantung,/komunitas/topic/sering-kaget-apakah-sakit-jantung-lemah,"dok,, ibu saya kira"" umur 37th.. saring kaget kadang juga nyeri didada jika terlalu terkejut..apa beliau terkena jantung lemah ya dok..apa bahaya.nya dan apa antisiapasinya atau mungkin dianjurkan minum obat apa gitu dok... karna cemas dan takut jika terkena jantung lemahterima kasih dok...mohon bantuannya"
gagal-jantung,786,786,gagal-jantung,/komunitas/topic/sesak-napas-akibat-gagal-jantung-apakah-bisa-diobati,"dok, mau tanya apakah gejala gagal jantung seperti sesak napas, mengi, lemas, bisa diobati? https://www.alodokter.com/gagal-jantung/sesak-napas
"
gagal-jantung,811,811,gagal-jantung,/komunitas/topic/obat-payah-jantung-yang-efectif,"sy sdah didiagnosa oleh dokter mengalami psayah jantung,sudsh sembilan bulan saya melakukan pengobatan secara routine sesuai dg petunjuk dokter namun sampai sekarang saya madih harus mengkonsumsi obat seperti clopidogrel,aspilet,furocemide,nitrokaf retard dan simvastatin,apa hal ini harus sy lakukan? hasilnya masih kurang maksimal terhadap perkembangan"
gagal-jantung,372,372,gagal-jantung,/komunitas/topic/dosis-captoprilee2b1b,"Permisi, Dok. saya berusia 21th, 3minggu yang lalu dokter menganjurkan konsumsi captopril 12,5mg sudah habis beberapa hari yang lalu. Saya baru saja membaca tentang kaplet captopril. Disini saya temukan dosis hipertensi 25mg lebih, sedangkan untuk gagal jantung hanya 6,5-12,5mg.Kenapa dosis hipertensi lebih besar ketimbang dosis untuk gagal jantung? Apakah hipertensi lebih berbahaya ketimbang gagal jantung?Atau mungkin ada hal lain di setiap dosisnya?Mohon maaf, dan mohon maklum, saya hanya orang awam yang ingin tau. Terima kasih, Dok.
"
gagal-jantung,767,767,gagal-jantung,/komunitas/topic/kaki-bengkak-karena-berdiri-lama,"Haloo dok,, dok saya umur 23 th, perempuan.. Saya setiap hari bekerja berdiri dok, dan kaki saya pasti selalu bengkak jika di tekan pasti lama kembali.. Saya sudah berobat dan efek obat itu ingin pipis trus kaki saya kempes.. Tp kalau saya bekerja lagi kaki saya bengkak lagi.. Apa kaki saya akan bengkak trus dok padahal udah 3 bulan bekerja.. Apa ada penyakit lain dan gimana penanganan.nya.. Makasih
"
gagal-jantung,390,390,gagal-jantung,/komunitas/topic/efek-obat-26,"Dok sy ingin bertanya sy ad alergi terhadap obat yg mengandung gin dan sy juga punya riwayat penyakit asma, apakah sy boleh konsumsi viagra? Dan dosisnya harus seberapa? Terima kasih dok
"
gagal-jantung,2212,2212,gagal-jantung,/komunitas/topic/obat-untuk-menghilangkan-cairan-di-selaput-pembungkus-paru,"Hallo Dok, Bapak saya berumur 62thn, Sakit Diabetes. Belakangan ini mudah capek di cek ke Dokter katanya ada cairan di selaput pembungkus paru.. selama ini udah makan obat selama 3 bulan tetapi orang tua saya sering sesak dan kaki nya bengkak,, itu bagaimana cara biar ga sesak dan kakinya ga bengkak lagi Dok, Thanks.."
gagal-jantung,401,401,gagal-jantung,/komunitas/topic/jantung-bengkak-18,"Malam dok , saya ingin berkonsultasi tentang penyakit saya. Sebelum penyakit ini timbul , saya memiliki penyakit yaitu Glaukoma setelah itu saya berobat ke poli mata di rumah sakit . Setelah meminum obat secara rutin Allhamdulillah Glaukoma tersebut mereda. Belum lama kemudian penyakit jantung ini timbul tiba tiba yang dimana jantung saya terasa berdebar dan saat berdetak volume jantung tidak normal. Hingga sekarang pada saat saya tidur jantung yg membengkak ini terasa dan saya dapat merasakan denyut nadi yg ada pada tangan dan kaki. Mohon bantuannya dok , Terima kasih
"
gagal-jantung,781,781,gagal-jantung,/komunitas/topic/penggunaan-obat-golongan-yang-sama-bolehka,"assalamualaikum, dok saya mau bertanya, ada seorang pasien CHF diberikan obat lansoprazol oral dan pantoprazol injeksi, apa kegunaan dari kedua obat tersebut digunakan, sedangkan kedua obat tersebut merupakan golongan obat yang sama? apakah ada hubungannya dengan sesak nafas yang dialami pasien? terima kasih
"
gagal-jantung,361,361,gagal-jantung,/komunitas/topic/nafas-berat--susah-tidur-di-malam-hari-dan-mual-mual,"Selamat siang dokter.
Saya mau beritanya, bapak Saya sudah berumur hampir 60 tahun, dia sering mengalami susah tidur pada malam Hari, setiap Kali berbaring, dia merasa nafas yang berat. Apa yang harus Saya lakukan supaya dia bisa tidur kembali di malam Hari dengan tenang??
Dan juga akhir akhir ini dia sering mual mual.
 
Mohon bantuannya para dokter untuk membantu Saya.
Terimakasih banyak
 
Salam SK
"
gagal-jantung,377,377,gagal-jantung,/komunitas/topic/ppok-8,"Dokter, ayah saya penderita ppok dan juga pasien jantung dan sudah pemasangan pacu jantung. Wajar kah jika setiap aktifitas kecil yang dilakukannya terkadang memicu sesak? Bahkan jika hanya sebatas kekamar mandi. Bagai mana cara menanganinya jika ppok dan jantungnya kumat dan nyeri yang bersamaan? Krn terkadang itu terjadi terus menerus bahkan setelah selesai opname.?
"
gagal-jantung,379,379,gagal-jantung,/komunitas/topic/gejala-gagal-jantung-atau-ispa,"Selamat malam dokter, saya mau tanya tentang istri saya setelah melahirkan Caesar ada batuk bercak berdarah dan sesak nafas setelah berobat ke dokter, bercak berdarahnya sudah hilang dan sesak nafasnya masih tetap tidak hilang, info dari Konsul pertama istri terindikasi ISPA, setelah Konsul kedua dengan dokter yang lain infonya terindikasi terindikasi gejala gagal jantung.hal yang di alami istri saya- mudah cepat lelah- mudah cepat berkeringatTerima kasih dokter dan mohon bantuannya
"
gagal-jantung,409,409,gagal-jantung,/komunitas/topic/lambung-185,"Dok saya ngerasa sakit perut udah lama , sakit nya tuh perut bagian atas pinggir bawah. Jalan kaki sebenter juga udah ngerasa cape banget . Tapi saya udah bulak balik rumah sakit udah USG organ tubuh saya baik baik aja . Tapi ngerasa sakit mah tetep sakit dok . Itu saya harus gimna ?
"
gagal-jantung,2138,2138,gagal-jantung,/komunitas/topic/bengkak-kaki-dan-wajah,"Halo dok, saya mau bertanya,,
Kakak perempuan saya umur 21 tahun, dia mengalami pembengkakan wajah dan kaki, wajah nya seperti ada cairan nya dan di buat jalan sakit, sudah dibawa ke dokter katanya flu tulang, tetapi sudah 3 minggu berobat masih saja bengkak, dan sakit,,
Dan kondisinya makin memburuk kalau makan telur ataupun makan daging ayam dsb. Pdhal dokter mengatakan tidak ada laranga makan apapun hanya saja tidak boleh minum terlalu banyak,
Kira-kira gejala apa ya dok, dan kami harus bagaimana"
gagal-jantung,2228,2228,gagal-jantung,/komunitas/topic/penderita-jantung-dan-tekanan-darah-sering-drop,"Ayah saya menderita sakit jantung dan tekanan darah nya sering drop, harus makan apa ya sebaiknya ? dari apotik sering nya sangobion yang dianjurkan untuk membantu tekanan darah nya."
gagal-jantung,2203,2203,gagal-jantung,/komunitas/topic/jantung-15,"Assalamu'alaikum, Dok. Saya umur 15. Akhir2 ini sering pusing, kira2 sejak 1½ bulan yg lalu. Awalnya pusing dan lemas selama seminggu, sudah ke puskesmas, lalu sembuh. Selang bbrp hari, pusing lagi. Pusingnya seperti cekot2 di daerah dahi kanan&kiri, serta dahi tengah sampe terasa di hidung atas. Kalo malam mau tidur juga sesak, seperti tbtb paralyzed sleep trus badan merinding. Sering masuk angin, biasanya di telapak kaki terasa aneh kalo tidak tertutup, berasa harus selimutan atau pake kaos kaki. Di pergelangan kaki seperti bengkak, tetapi tidak sakit, kalau ditekuk terlihat 2 garis. Apakah ini gejala gagal jantung, Dok? Kalau iya, gagal jantung apa? Bagaimana penanganannya, ya?"
gagal-jantung,2165,2165,gagal-jantung,/komunitas/topic/apakah-penyakit-jantung,"Hallo dok, saya eka umur 17
Gini dok alm ibu saya punya penyakit jantung cfc&soft apakah kemungkinan menurun sma saya?
Padalah keluarga besar saya tidak ada yang punya riwayat jantung,alm ibu saya di diagnosa umur 38"
gagal-jantung,2209,2209,gagal-jantung,/komunitas/topic/gagal-jantung-2,Pagi dok. Saya mau tanya... apakah langkah langkah yang harus di lakukan pada penderita gagal jantung.. Soalnya ibu saya udah 1 minggu di rmh sakit blum ada perkembangannya.. Mohon solusinya dok
gagal-jantung,370,370,gagal-jantung,/komunitas/topic/masalah-ritme-jantung,"Sore dok, saya ibu rumah tangga usia 36 tahun, BB saya kurleb 80kg...bbrp bulan terakhir saya merasa mudah lelah, sering mengalami sakit kepala sebelah kanan, kalau berjalan mudah capek dan ngos2 an, nafas jg terkadang terasa pendek atau engap dan bbrp kali saya merasakan sakit di bagian dada tepatnya bagian tengah rasanya seperti ada gelembung udara pecah gitu dok seperti bunyi blep, cuma sekilas aj sakitnya...pernah terjadi jg pd saat kehamilan pertama saya 10 tahun lalu karena detak jantung saya cepat sekali menurut Dr. Spog saya, sempat di rujuk ke Dr. Internis oleh spog saya, dan di sarankan cek darah untuk tirod namun hasilnya negatif dan di rujuk kembali ke Dr. Jantung.saat itu dokter bilang cuma masalah ritme jantung saja, dan hanya di berikan obat waktu itu minumnya hanya setengah tablet saya lupa obatnya apa bentuk tabletnya kecil. Yang mau saya tanyakan menurut dokter dari keluhan saya apakah jantung saya bermasalah ya dok???
"
gagal-jantung,764,764,gagal-jantung,/komunitas/topic/apakah-pertolongan-yang-tepat-untuk-penderita-koma-diabetes,"Permisi dok.
Nenek saya mengalami komplikasi jantung dan diabetes. Sudah 3 hari beliau tak sadarkan diri. Tanpa ada asupan nutrisi sedikit pun. Kami semua tak tega melihatnya. Sedangkan menurut dokter nenek saya tinggal menunggu hari saja. Dan jika pun di bawa ke RS juga Tidak bisa sembarang memberi infus. Karena untuk penderita diabet. Tiap tetes infusnya harus dihitung. Jika terlalu banyak akan mengalami pembengkakan jantung. Dan jika terlalu sedikit. Maka akan merusak organ lainnua. Bagai mana dok penjelasan nya mohon bantuan nya. Apa yang harus kami lakukan?
"
gagal-jantung,2200,2200,gagal-jantung,/komunitas/topic/effek-samping-chf,"Dear Doc, saya (pria 68 thn) baru saja menderita CHF dan dirawat selama 4 hari.Belakangan ini sering terasa seperti ada angin bergemuruh ditelinga kiri saya, apakah ini ada hubungannya dengan CHF yg saya alami ? Bagaimana cara mengatasinya ? Saya masih rutin konsumsi concor 2,5 mg dan candesartan 4 mg setiap hari.  Makasih ya Doc atas tanggapannya..Salam Amboden"
gagal-jantung,383,383,gagal-jantung,/komunitas/topic/kenapa-kaki-bengkak-pada-penderita-stroke,"Dok saya mau tanya ..ibu saya sakit stroke ini sudah stroke yg kedua.. akhir2 ini kaki nya bengkak dan sekitar telapak kakinya kemerahan terus keluar cairan dari telapak kakinya.. apa penyebab nya?
"
gagal-jantung,2217,2217,gagal-jantung,/komunitas/topic/apakah-sakit-gagal-jantung-akan-divonis-seumur-hidup,"dok , ibu saya mengalami gejala gagal jantung seperti pergelangan kaki bengkak , letih , sesak nafas di malam hari , berat badan naik drastisapakah ibu saya mengalami gagal jantung dan divonis seumur hidupÂ terima kasih"
gagal-jantung,794,794,gagal-jantung,/komunitas/topic/sudah-didiagnosis-gagal-jantung-di-usia-remaja,"Mau tanya dok, sekitar 4 tahun lalu saat masih sekolah SMP Kelas 3 diusianya yg masih 16 tahun teman saya sudah didiagnosis oleh dokter Sp.JP Gagal Jantung (CHF), sebelum ke dokter Sp.JP teman saya berobat tradisional, karena dirasa tidak ada perubahan akhirnya teman saya berobat ke dokter, karena saat itu kondisinya sesak nafas hebat, dada yg maju, kedua kakinya bengkak, buah jakar ikut membengkak,dokter itu meresepkan obat sprinolactone dan menyuruh untuk dirujuk ke spesialis jantung katanya, setelah dirujuk ke dokter jantung barulah mulai ditegakan diagnosisnya yaitu gagal jantung, obat yg diberikan dokter jantung berupa bisoprolol fumarate, ramipril, clopidogrel, dan furosemide. Alhamdulillah semenjak berobat ke dokter jantung kondisinya lebih terkontrol skrg, namun dada nya tetap maju dan tidak bisa normal lg itu kenapa yah? Yg saya lihat cuma kondisi sesak dan bengkak aja yg membaik.
Nah yg mau saya tanyakan itu kenapa penyakit gagal jantung bisa dialami di usia remaja yah dok? Padahal riwayat keluarga atau faktor genetik nya itu gaada yg punya penyakit gagal jantung dok, berat badan juga normal, merokok sih iya tapi tidak banyak. Kenapa bisa begitu dok?
Tolong berikan jawaban, terima kasih
"
gagal-jantung,408,408,gagal-jantung,/komunitas/topic/pembengkakan-pada-seluruh-tubuh,"Pagi dok , saya mau tanya dok mamah saya tangan dan kaki membengkak dok secara tiba tiba , pipinya pun membengkak dan kata mamah saya dibagian pinggul sebelah kanan kaya ada yg ganjel itu kenapa ya dok ?
"
gagal-jantung,2222,2222,gagal-jantung,/komunitas/topic/keseringan-pusing,"Selamat malam dok. Saya mau menyampaikan keluhan yang saya sendiri juga sudah bingung untuk mengatasinya seperti apa. Kepala saya sering pusing, kalau kelamaan duduk terus berdiri pandangan seketika gelap gulita di sertai pusing. Saya berkacamata, awalnya saya berpikir mugkin berpengaruh pada lensa kacamata saya. Setelah chek up ke dokter mata, ukuran masih tetap dgn lensa kacamata. Awalnya dokter mata tersebut mendiagnosa kurang darah. Sdh coba berbagai macam obat tapi tetap saja sampe 4 tahun terakhir ini masih sering kejadian pusing seperti itu. Pertanyaan saya, ada apa sebenarnya dengan kondisi sperti ini? Waktu istrahat sy juga sudah cukup. Mohon balasannyaa, terimakasih?"
gagal-jantung,384,384,gagal-jantung,/komunitas/topic/mengangkat-kaki,"Pagi dok, Apakah ada efek samping atau dampak dari mengangkat kaki ketembok?? Dan apakah tidak boleh dilakukan setiap hari??
"
gagal-jantung,2178,2178,gagal-jantung,/komunitas/topic/gejala-kolestrol-tinggi-kah-ini,"Selamat Pagi
Saya Dirman,saya seorang laki-laki berusia 21 tahun,Saya mau bertanya dok,sya sering mengalami dmna tangan kiri dan kaki kiri sya terasa pegal dan terasa lemas dan itu bisa terjadi sampai seharian,sebelumnya juga sya merasa sakit kepala di bagian belakang dan pundak,sya pernah membaca sebuah artikel bahwa itu adalah gejala kolestrol tinggi,apa benar itu dok,mohon bantuannya dok.Terima Kasih"
gagal-jantung,410,410,gagal-jantung,/komunitas/topic/gagal-jantung-disertai-sakit-lambung,"Assalamuala ikum..dok bibi saya sakit gagal jantung dan disertai sakit lambung.berat badannya juga menurun drastis.kaki menjadi bengkak.beliau juga mempunyai tekanan darah tinggi.asupan makanan yang baik apa ya dok..terima kasih..
"
gagal-jantung,783,783,gagal-jantung,/komunitas/topic/jantung-lemah-14,"selamat malam dokter. bagaimana tindakan pertolongan pertama jika ada orang yang jantungnya lemah tiba tiba ia pusing, dada nya sakit, sesak, pingsan bangun pingsan bangun dan pingsan lagi. sedangkan tempat kami jauh dari rumah sakit. mohon penjelasannya. terimakasih. 
"
gagal-jantung,2202,2202,gagal-jantung,/komunitas/topic/penyakit-hypertiroid-atau-jantung,"Assalamu'alaikum Dok..Saya punya riwayat penyakit hypertiroid dengan keringat yang sangat sangat banyak.. contoh, keringat di tangan & kaki saya bisa sampai bercucuran, Alhamdulillah sekarang sedang tidak berkeringat. Yang mau saya tanyakan ada 2. Pertama, kenapa kalau sedang berkeringat telapak tangan terasa panas? seperti di dekatkan ke api. keadaan ini sangat tidak nyaman untuk saya, apalagi untuk bekerja. Ke dua, apakah hypertiroid berhubungan dengan penyakit jantung? saya sering lemas sampai bicara pun tak mampu apalagi menggerakan badan (mati rasa). dan lemas nya itu bisa sampai 3-5 jam, mata terpejam (seperti orang pingsan) tapi sebenarnya sadar hanya saja tidak bisa membukakan mata (sering dikira pingsan). kadang merasakan nyeri di dada dan sesak napas. Terima kasih sebelumnya Dok. Wassalam."
gagal-jantung,359,359,gagal-jantung,/komunitas/topic/penyakit-apa-sbenarnya,"Siang dok.. maaf saya mau tanya.. kalo jari kaki dan jari tangan pada bengkak tanpa rasa nyeri itu kenapa ya? Ditambah badan terasa nyeri tapi bukan dibgian sendi².. terkadang badan terasa demam dan kepala sperti org limbung.. itu penyakit apa ya dok.. saya harus periksa ke dokter khusus atau umum? Perlu cek darah atau tidak..Sebelumnya trimaksih🙏
"
gagal-jantung,2154,2154,gagal-jantung,/komunitas/topic/jantung-58,"dok..sy mau konsultasi..
sy mengalami pembengkakan jantung akibat tekanan darah yg tdk normal. bagaimana penanganannya? sejauh ini sy diberikan obat amlodipin 10ml.

trima kasih sebelumnya"
gagal-jantung,787,787,gagal-jantung,/komunitas/topic/apa-obat-untuk-batuk-dan-demam-2,"Dok , ibu saya penderita jantung, 2 katup jantung ibu saya tidak berfungsi normal, pertanyaan saya obat batuk merek apakah yang bagus dikonsumsi buat pendirita jantung ( kerusakan pada katup jantun )
"
gagal-jantung,417,417,gagal-jantung,/komunitas/topic/apa-itu-benar-pembengkakan-jantung,"Hallo dok saya mau tanya bapak saya buang air besarnya hitam itu di sebabkan oleh apa ya?Dan kaki bapak saya tiba - tiba membengkak?Itu kenapa ya dok?Makasih
"
gagal-jantung,2132,2132,gagal-jantung,/komunitas/topic/donor-organ,"Halo dok, teman saya ingin mendonor ginjal, dan jantung nya apakah ada syarat-syarat tertentu dan jika pihak keluarga tidak menyetujui apa masih memungkinkan? Dan apakah ada batas umur untuk melakukan dono?"
gagal-jantung,2145,2145,gagal-jantung,/komunitas/topic/sesak-napas-46,"Dok, umur saya 51 tahun, sudah 5 hati ini saya mengalami sesak napas, sakit di punggung belakang sebelah kanan dibawah belikat terasa menusuk-nusuk. Kira"" apa penyebab dan bagaimana mengatasinya dok? Terima kasih banyak sebelumnya"
gagal-jantung,776,776,gagal-jantung,/komunitas/topic/sakit-jantung-29,"sore dok, saya mau nanya kenapa ya papa saya sudah pasang 4 ring dan melakukan tindakan cto tapi kakinya masih bengkak dan masih capek?
terima kasih dok.
"
gagal-jantung,360,360,gagal-jantung,/komunitas/topic/kenapa-mengeluh-kedinginan-pasien-chf,"Kenapa pasien Congestive Heart Failure sering memgeluh kedinginan kenapa ya dok? Padahal saya sudah kasih selimut dan beberaoa minuman yang hangat, tapi masih mengeluh dingin
"
gagal-jantung,822,822,gagal-jantung,/komunitas/topic/jantung-120,"Sore dok, mau tanya.
Bahaya kah otot jantung kaku? Apakah seberbahaya dengan penyakit jantung?
Makasih dok"
gagal-jantung,2168,2168,gagal-jantung,/komunitas/topic/gagal-jantung-3,"Selamat malam dokter,
Salam kenal.
Saya mau bertanya
1. Mengapa hipertensi termasuk penyebab dari gagal jantung ?
2. Mengapa infarkmiokard yang luas menjadi penyebab dari gagal jantung kiri ?
3. Apa yang di maksud ortopnea ?
4. Mengapa ortopnea menjadi salah satu penyebab gagal jantung kiri ?
5. Komplikasi dari gagal jantung kiri ?
6. Pemberian oksigenasi pada pasien gagal jantung kiri
7. Apa hubungan kedua kaki bengkak dengan gagal jantung ?
8. Apa yang dimaksud dengan asites ?"
gagal-jantung,775,775,gagal-jantung,/komunitas/topic/gagal-jantung-kiri-kanan,"Dok saya mau tanya ibu saya itu kemarin usg jantung trus hasilnya di surat dokter itu
1 kedup kedup : normal
2 ruang jantung
-dimensi LV dilatasi LVIDD 5,52 cm
-dimensi LA normal LAS 3,63cm
-dimensi RV normal RVIDD 2,06 cm
-tidak terdapat LV hypertropy
3 fungsi sistotik LV menurun EF 24%
4 fungsi sistotik LV normal E/A 0,98
Fungsi sistotik RV menurun tapse 1,26cm
5 analisa segmental LV tidak terdapat regional wall mation apnormality
6 tidak dapat trombus maupun vegetasi intrakardiak

Nah distu kesimpulannya gagal jantung kiri kanan
Tolong di jlaskan dok saya masih belum mengerti
"
gagal-jantung,810,810,gagal-jantung,/komunitas/topic/gagal-jantung-dan-asi,"Dok seseorang yg mengalami gagal jantung dan sedang dalam pengobatan apa boleh memberikan ASI kepada anaknya ?
"
gagal-jantung,836,836,gagal-jantung,/komunitas/topic/nafas-tersendat,"Hallo dok, ayah saya berumur 50th dan terkena penyakit stroke sdh 3th. Kemudian sejak dua minggu yang lalu saya menyadari ketika membuang nafas terasa ada jeda dan tidak lancar, mudah lelah dan keringat berlebih. Saat kontrol dokter spesialis syaraf memeriksa dg stetoskop dan mengatakan ada bagian yg pecah dan di rekomendasikan ke spesialis jantung. Namun krn kurang komunikatif, tidak jelas apa penyakitnya.

Yang ingin saya tanyakan, kira-kira apa kemungkinan penyakit dr gejala tersebut?
Terimakasih"
gagal-jantung,2156,2156,gagal-jantung,/komunitas/topic/penyakit-apa-dok-yg-dideritanya,"Dok..suamiku klo saat tdur tiba"" dia terbangun kaget smp badan gemetar,jantung berdebar"" & perasaanx ng enak trs tekananxpun tb"" ikut naik dok..
Penyakit apa yaa dok & solusix apa??
Makasih dok"
gagal-jantung,806,806,gagal-jantung,/komunitas/topic/jantung-bengkak-10,"Halo dok, saya Kristin umur 25 tahun, dri hasil eco: Ms severe, penebalan dan klasifikasi di aml dan pml, Tr moderate, PR mild, AR moderate, LA/RA/RV diatasi. Keluhan saya gampang capek, nafas pendek, kalau lg capek ada rasa sesak.namun nyeri di dada tidak ada saya rasakan. Bagaimana penjelasan dgn penyakit saya ini dok, masuk golongan ringan ataw parah dok?, dan apakah saya harus operasi? Terima kasih dok. Ditunggu balasannya y dok."
gagal-jantung,2182,2182,gagal-jantung,/komunitas/topic/obat-untuk-keringat-dingin-dan-jantung-sesak,"selamat sore dok saya sering mengalami keringat dingin disaat kecapean dan habis lari, dan jantung saya terasa sesak disaat saya capek dan lemas. kulit saya jika tergores sedikit saja langsung bengkak itu kenapa ya dok "
gagal-jantung,762,762,gagal-jantung,/komunitas/topic/kenapa-kaki-bengkak-terus,"Selamat pagi dokter , maaf saya mau tanya ..
Mertua saya sudah 1 minggu ini kedua kaki nya bengkak .. Setelah di cek GDS ny hasilnya 86mg/dl . Sudah di infus cairan 2kolf ..
Sekarang kedua kaki nya tetep bengkak .. Sekarang yang saya harus kami apa ??
Perlukah pemeriksaan lanjutan dengan dokter spesialis penyakit dalam ??
Tolong penjelasanny dokter
Terima kasih
"
gagal-jantung,2190,2190,gagal-jantung,/komunitas/topic/apa-nama-pil-untuk-pereda-nyeri-gagal-jantung,"Malam dokter.Saya mau tanya2 tentang penyakit gagal jantung dong.Saya kan lagi proses pembuatan sebuah fiksi tentang idol.
Nah, jadi salah satu pemeran saya buat mengalami penyakit tersebut.Saya mau nanya nama pil yang selalu di bawa-bawa orang yang gagal jantung, dan dia telan tanpa minum air, untuk mengurangi rasa sakitnya.Saya sudah cari di google. Katanya sih Lisinopril.
Apa itu benar dokter?Saya harap dokter berkenan menjawab.
Terimakasih :)"
gagal-jantung,831,831,gagal-jantung,/komunitas/topic/ibu-saya-sakit-jantung,Malam dok.. Saya mau bertanya.. Gini dok ibu saya kan sudah usia nya memasuki 60tahun sekarang lagi sakit jantung dok. Kadang saya takut kalau sedang kumat. Dari jari tangan nya agak membiru dok. Lalu pergelangan tangan kiri nya keras seperti mebengkak. Upaya apa yg harus saya lakukan untuk mengatasi nya. Sekian terima kasih
gagal-jantung,2229,2229,gagal-jantung,/komunitas/topic/obat-untuk-hepatitis-b-apa-bener-dgn-temulawak-meniran,"Bapak saya skrg lg d rawat di RS
kepala pusing
mual tp tdk muntah
perut kembung
susah BAB
badan lesu
nafsu makan kurang
kaki bengkakapa ini hepatitis B yaapa boleh selain pakee resep dokter(injeksi) juga minum temulawak meniran"
gagal-jantung,2159,2159,gagal-jantung,/komunitas/topic/penyakit-asites,Dok... asites tuh apa.? dan bagaimana cara mengobati nya.?
gagal-jantung,2170,2170,gagal-jantung,/komunitas/topic/kaki-bengkak-13,"dok saya mau nanya,, papa saya 2minggu ini salah satu kakinya bengkak tp tidak ada rasa sakit, kata dokter yang memeriksanya itu cairan nanti bisa sembuh sendiri,, tp ini sudah lama, papa saya usia 52tahun dia masih dinas sebagai polisi jadi agak susah pakai sepatu.tq"
gagal-jantung,799,799,gagal-jantung,/komunitas/topic/dok-kalau-punya-penyakit-jantung-lemah-kok-muntah-muntah-terus-itu-kenapa-ya-dok,"Dok .kalau punya penyakit jantung lemah kok muntah muntah terus itu kenapa ya dok?
"
gagal-jantung,2194,2194,gagal-jantung,/komunitas/topic/want-to-ask,"Selamat siang dok ,Maaf sebelumnya , saya mau tanya kenapa ya di tepalak tangan dan kaki suka keluar keringat jadi lembab ? Dalam keadaan diam di ruang ac tp masih berkeringat , apakah ada suatu penyakit yang bahaya kira-kira ? Karena saya baru mengalami hal seperti ini , thanks before dok :)"
gagal-jantung,2180,2180,gagal-jantung,/komunitas/topic/penyakit-apa-26,"ass dok...dok ayah saya sedang sakit, dari badan smpe kaki bengkak,kadang sesak klo nafas dok . itu gejala penyakit apa y dok..... mohon bantuannya dok."
