,category,url,question
267,stroke,/komunitas/topic/sakit-stroke-4-bln-tiba2-demam-dan-drodog,"Dok ayah saya sdah 4 bln sakit stroke tiba2 hari ini demam dan drodog trus lemes duduk berat ngangkat kakinya berat berbicara jg berat...solusinya gimana dok
"
268,stroke,/komunitas/topic/stroke-yg-menyerang-wajah-akibat-darah-tinggu,"Ibu saya terkena stroke sbelah kiri sudah 1bln dok, skrng sdh bisa jalan sedikit2 dok, biasa nya wajah sebelah kirinya tidak kebas dok, biasaÂ² sajaa, tpi sekarang ga tau knpa tiba2 wajah nya kebas dan tebal, terasa kaku dok, dari kening, kuping, pipi, bibir sbelah kiri, itu knapa ya dok, pdahal skrng kondisi nya jauh lebih baik sejak awal mula kena stroke, bahkan skrang sdah bisa jalan wlaupun sdkitÂ², dan tensi pun terkontrol normal dok, apakah ada saran obat untuk meringankan wajah yg terasa tebal itu dok ?? Tolong banget sarannya dok. Terimakasih banyak dok
"
269,stroke,/komunitas/topic/menangani-disfagia-pada-pasien-stroke,"Dok, nenek saya kena stroke terus sulit menelan makan minum juga sedikit kadang tidak mau, lalu apakah yang harus dilakukan apakah harus dipasang NGT? Sementara ini hanya di infus di rumah dok, karena di RS takut kena Corona dok.
"
270,stroke,/komunitas/topic/selesai-keluar-dari-rumah-sakit-bengong,"Dok mau tanya, bibi saya waktu itu sakit & diberikan obat (namun dosis tinggi) dan membuat tidak sadar & dibawa kerumah sakit karena masa pandemi dia ikut terkurung selama 2 minggu tanpa pemantauan keluarga karena tidak diperbolehkan jenguk padahal dia negatif corona. lalu setelah pulang dr rs, dia bengong tapi masih bisa mengenal siapa orang yang ada dilingkungannya. lalu tidak bisa bergerak anggota tubuhnya & pergelangan tangan, muka dan kaki bengkak yang bukan disebakan karena serangga. dan sekarang masuk IGD lagi di RSCM cuma penyakitnya tidak terlihat sudah 1 minggu ini. Boleh tolong dijelaskan dok? ini penyakit apa?
"
271,stroke,/komunitas/topic/apa-penyakit-wajah-otot-menegang-dan-sering-menjulur-lidah--,"Halo dok, saya barusaja terkena pukulan dikepala, rasanya pusing sekali, setelah pusingnya hilang . Wajah saya menjadi tegang, lidah sering menjulur tanpa sebab dan apabila bagian wajah ditekan, maka tempat tekanan yang baru saja saya sentuh menekan kembali dengan erat, dan tiba"" wajah sering menegang dan bergerak sendiri sangat menggangu otot wajah saya dan terkadang otot dagu & leher saling menarik. Kira"" saya terkena penyakit apa dan solusi pencegahannya bagaimana.Terimakasih
"
272,stroke,/komunitas/topic/ayah-saya-sulit-berbicara-cadel,"Selamat siang dokter, saya mau tanya mengenai ayah saya, setelah pulang kerja ayah saya sulit bicara dan badan menjadi lemas serta ada bengkak di dagu bagian kiri.Apa penyakit yang diderita ayah saya?Terimakasih, selamat siang.
"
273,stroke,/komunitas/topic/sakit-pada-bagian-kiri-seperti-tidak-bisa-di-gerakan--tangan,"Malam dok, saya ingin bertanya orang tua saya mengalami badan tiba tiba lemes dan anggota sebelah kirinya (tangan dan kaki) rasanya kaku serta lemas seperti tidak bisa di gerakan. Dan kondisi lainnya ada batuk dan semapt muntah. Untuk penanganan nya saat ini gimana ya dok? Dan penyakit apa yg dialami?
"
274,stroke,/komunitas/topic/vegeta-untuk-penderita-hipertensi-dan-stroke,"Selamat malam dok, pada penderita stroke ringan (SNH) dan darah tinggi yg rutin konsumsi obat, kalau minum vegeta aman gak ya? Soalnya BAB ibu saya tidak lancar dok bisa 4 hari sekali atau semingu sekali. Terimakasih dok..
"
275,stroke,/komunitas/topic/gejala-strokebbbbdf,"Dok saya punya ayah beliau mengalami gejala stroke ringan ditangan. Tapi hal tersebut akan terjadi apabila beliau sedang bekerja keras atau mencangkul dan penyakitnya datang pada saat malam hari pada saat makan malam. Pertanyaan saya dok, bagaimana cara mengatasi gejala tersebut sebelum menyebar keseluruh tubuh karena gejalanya sudah smpai ketangan
"
276,stroke,/komunitas/topic/apakah-ada-peningkatan-penyakit-stroke-yg-terjadi-kepada-pasien-,"Halo dok, saya ingin bertanya. Ayah saya pernah terkena stroke pada tangan kanan dan kaki kanan sejak 2015, pernah di opname juga di rs. Tapi setelah itu sudah tidak lagi melanjutkan fisioterapi. Tadi malam setelah keluar dari kamar mandi, tibatiba ayah saya terduduk kaku dan susah berdiri. Mengeluh pandangan mulai kabur, terasa mual, kaki sebelah kiri kaku serta mengeluh mati rasa. Keringat dingin, dan tidak bisa berjalan. Bicara mulai tidak jelas. Setelah itu saya kompres dgn air hangat untuk merangsang sarafnya, alhamdulillah pagi ada sedikit respon. Saya bawa ke rs terdekat tensi 160/100. Dok saya mau tanya, apa ya yg terjadi pada ayah saya? Apakah itu termasuk stroke tahap ke 2 atau bagaimana terimakasih.
"
277,stroke,/komunitas/topic/bagaimana-penyembuhan-struke-tangan-kiri-mati-sebelah--,"Hallo dok... Ibu saya mengalami struk, dr pemeriksaan medis di rsu elisabet medan, ibu saya dinyatakan struk yg diakibatkan kolesterol tinggi. Gejala yg dialami tangan sebelah kiri susah digerakkan, Pertanyaan saya, apa solosi penanganan/pengobatan yg tepat untuk kesembuhan ibu saya dok?
"
278,stroke,/komunitas/topic/apakah-ini-penyakit-saraf154416,"halo dokter, ibu saya berumur 46thn. kadang"" mulut dia yang bawah itu miring ke kanan bisa di bilang rahangnya yang kanan. itu terjadi karena menguap terlalu berlebihan. pas kejadian itu giginya ikut sakit. tapi mulutnya bisa kembali seperti semula kadang cuma 1menit, 1jam, bahkan pernah 1hari. saya cek tekanan darahnya itu normal dan gula darahnya juga nggak tingi saya takunya terkena stroke. tapi tidak karena mulutnya bisa kembali dg sendirinya. apakah ini penyakit saraf dok?
"
279,stroke,/komunitas/topic/bagaimana-cara-mengatasi-mual-pada-penderita-stroke-yang-sedang-mengonsumsi,"Pagi dok, ibu saya tekena stroke 4 bulan yang lalu dan seminggu yang lalu terkena stroke ke 2. Alhasil kaki dan tangan sebelah kiri berat untuk digerakan seperti biasa. Selama pengobatan jalan seminggu sekali kontrol ke poli syaraf . Ibu saya selalu merasa mual dan makanan selalu tidak habis . Mual ini apakah efek samping dari obat dok ? Dan bagaimana cara memberikan makanan agar ibu saya lahap memakannya . Terimakasih dok
"
280,stroke,/komunitas/topic/ini-penyebabnya-apa-kaki-dan-tangan-kiri-ga-ada-tenaga,"Awalnya tangan seperti kesemutan ga ada rasa kemudian 1 minggu kemudian tangan dan kaki kiri ga bisa bergerak sama sekali padahal darah rendah dan kl bicara nyambung makan jg banyak kl d pijit berasa sakit. Apakah bisa sembuh lg seperti biasa dan apa obat nya ?
"
281,stroke,/komunitas/topic/apakah-gula-rendah-dan-stroke-ringan-bisa-membuat-pasien-menjadi,"Alo dokter, saat ini ayah saya berumur 52 tahun sudah tidak sadarkan diri selama 8 hari. Awal ditemukan tidak sadarkan diri dirumah lalu sewaktu dibawa ke IGD gula nya 21 dan elektrolit nya pun menurun. Setelah 6 jam di IGD tak kunjung siuman juga. Setelah itu dirawat dan ternyata hasil CT scan nya ada stroke ringan. Dokter yang menangani ayah saya pun sudah memberikan pernyataan kalau gula dan semua nya sudah stabil. Tetapi masih saja belum siuman juga. Terkadang ayah saya hanya membuka mata tetapi ketika dipanggil tidak bisa merespon dan sesekali masih merasa sakit apabila diberi obat yang agak sakit.
"
282,stroke,/komunitas/topic/bibir-miringa3c3ac,"hallo dok,mau nanyaa...tiba2 bangun tidur bibir sebelah kanan saya agak gak rapet deh seperti biasa, maaf mau ngeludah aja gak bisa lewat tengah, keluarnya dr kanan trus jga...
"
283,stroke,/komunitas/topic/apakah-seharusnya-penyakit-stroke-iskemik-di-operasi-,"Hallo dokter, saya mau tanya, ayah saya penderita diabetes baru ketauan bulan februari 2019 sejak hari itu rutin minum obat, tapi di bulan mei 2019 dinyatakan kena stroke iskemik di rawat sekitar 2 hari dan langsung masuk ICU. Yg saya tanyakan apakah penderita diabetes sekaligus stroke iskemik peluang hidupnya lebih tinggi jika dilakukan operasi? Mengapa pasien di rawat ICU selama berhari-hari, apa syarat pasien dibolehkan keluar dari ICU dok? Saya ingin lebih melek dibidang kesehatan dok, makanya ada hal yg saya pertanyakan ini dok, mohon bantuan nya dok untuk menjawab. Terimakasih banyak dokter :)
"
284,stroke,/komunitas/topic/pemulihan-pasca-stroke,"Dok..ayah saya terkena stroke..kata dokter ada pendarahan 3mm di otak. Akibatnya Tangan dan kaki kanan tidak bisa bergerak sama sekali. Dan kesulitan berkomunisi. Apa bisa dok kondisinya kembali seperti semula..
"
285,stroke,/komunitas/topic/strokeedf0d4,"Dok, saya punya saudara..Kaki kanan dan tangan kanan susah di gerakin..Krn 1mggu yg lalu dia terserang stroke..Padahal msih usia 32 thn..Cuma kelebihan berat badan, tinggi 160cmTpi berat badan sktr 90kg.Gmna y dok supaya saudara saya sembuh dri stroke daan bisa gerakin kaki dan tangan..Makasih
"
286,stroke,/komunitas/topic/demam-saat-dan-setelah-kejang-,"Halo Dok saya mau tanya, Ayah saya menderita kejang pasca stroke tapi kejang hari ini tu ayah saya disertai demam, setelah selesai kejang dia juga masih demam padahal biasanya kalo kejang enga demam dok. ini sebaikny bagaimana ya dok?
 
"
287,stroke,/komunitas/topic/obat-pengencer-darah-,"dok saya mau tanya, bapak saya pasca stroke 3 tahun lalu dikasih pengencer darah ada clopidogrel dan bbrpa bln kebalkang di tambah aspilet, nah klo habs ttp hrs ada keduanya atau bisa salah satu ya? soalnya lg gk ke rs soscial ditance mhn dibantu
"
288,stroke,/komunitas/topic/obat-stroke-menyebabkan-insomnia--halusinasi-dan-gangguan-emosi,"Awal bulan mei 2020, ayah saya dirawat dirumah sakit karena stroke dan diresepkan obat citicoline dan clopidogrel bisulfate, selama minum obat itu, ayah saya kesulitan tidur.Pada saat kontrol hal ini saya informasikan ke dr. spesialis syaraf dan ayah saya diresepkan obat neulin ps, donezepil serta esilgan yg hanya boleh diminum kalau ayah saya tidak bisa tidur tapi hasilnya malah lebih parah karena ayah saya tidak hanya kesulitan tidur malah juga sering berhalusinasi serta emosinya tidak terkendali.Beberapa hari ini semua obat tsb.saya hentikan, ayah saya sudah bisa tidur serta tidak lagi berhalunisasi.Dokter apakah tindakan ini sudah benar?
"
289,stroke,/komunitas/topic/koma-karena-stroke-ringan,"Halo dok penyebab seseorang koma karena stroke ringan itu apa..?,Dan tindakan yg harus dilakukan agar pasien sadar kembali gimana dok....?
"
290,stroke,/komunitas/topic/tensi-tinggi4b47ce,"Selamat pagi, Saya punya teman dok, dia uda check up ke dokter, si dokter mengatakan tensi nya tinggi..Dan stlh dia plg dr rumah sakit..3jam kemudian, badan ny sblh kanan agak susah di gerakin..Mulut ny agak susah ngomong, kaki dan tangan ny jg dok..Itu gejala apa y?Makanan, minuman ato aktivitas apa yang wajib di lakukan supaya hal kyak gitu tidak terulang kembali..Makasih
"
291,stroke,/komunitas/topic/lupa-ingatan-pada-orang-stroke,"Ibu saya mengalami stroke yang lumpuh sebelah kiri, dan sudah 1 tahun 5 bulan. Tetapi ibu saya tiba² lupa akan kejadian sebelum²nya, Ia hanya ingat nama² saja, apakah lupa ingatan kembali itu normal untuk penyakit stroke?
"
292,stroke,/komunitas/topic/penyakit-strokeff3c49,"hi dok ayah saya terkena stroke di sebelah kiri usianya 60 tahun dia terkenan stroke sudah 3 bulanan dok ... ayah saya juga sudah di terapi tapi bukan terapi pijat ya dok, saat terkena stroke ayah saya sempat jatu dan dia sempat menahan tubuhnya dengan bagian tubuh yang terkena stroke (bagian kiri). saat saya angkat dan lihat ternyata ada seperti penurunan otot di bagian bahu kirinya. saat saya tanya ke dokter dan terapis itu hal yang sering terjadi tapi teman ayah saya tidak mengalami penurunan otot sama sekali. dan terapis bilang itu akan naik sendiri jika akan sembuh, pertanyaan saya apakah benar dok stroke bisa membuat bahu otot turun ? soalnya saya tidak menemukan sumber yang credible dari google...
"
293,stroke,/komunitas/topic/ciri-ciri-bell-s--palsy-akan-sembuh,"Dok saya kan terkena bell's pelsy trs disarankan sama dokter puskesmasnya buat kurang bb karna bb saya udh lumayna berlebihan dikasih pantangan buat jangn konsumsi nasi ,mie , sama yang mengandung gula saya udah turutin tuh dok semua sarannya sering berjemur pagi dan olahraga juga Jadi saya mau tanya ada ciri ciri khusus gak ya dok terkait dengan penyembuhan bell's palsy ini? Terus dok biar mata gak kering terus karna susah di berkedip sebaiknya pakai obat apa ya dok ?
"
294,stroke,/komunitas/topic/kepala-pusing--sempoyongan--setelah-minum-tegretol-200-mg,"Halo dokter,
Ibu saya (79 tahun), sejak hari Sabtu kemarin mengeluhkan rasa sengatan listrik di bagian wajah sebelah kanan, pertama diberi minum painkiller biasa (Panadol dan Neuralgin) tapi tidak mempan. Setelah dibawa ke dokter, diindikasi bahwa ibu menderita Trigeminal Neuralgia, dan diberi obat Ultracet 2x1, Tegretol 200mg 2x1 dan Gabapentin 300mg 1x1 (malam).
Gabapentin baru diminum sekali pada hari Minggu malam, sementara Tegretol 200mg rutin diminum 2x1 sejak Minggu siang. Efeknya gangguan sengatan listrik sudah hilang, dan sudah bisa makan minum dengan normal. Namun, dirasakan kepala sangat pusing sehingga kalau berjalan serasa mau jatuh. Saya baca di website bahwa ini adalah efek samping dari Tegretol 200mg. Mohon advis dokter, apa yang harus ibu saya lakukan untuk mengurangi efek samping ini, apakah obatnya distop dulu, atau ditambah dengan obat lain.
Terima kasih atas saran dan bantuan Dokter.
Yamin
"
295,stroke,/komunitas/topic/penyakit-dalam625172,"Halo dokter , saya mau tanya ; papa saya Khan kena stroke ringan udah lama dan juga ada penyakit diabetes kering . Papa saya sering jatuh di kamar mandi , teras , jalan dan terakhir sebelum papa saya meninggal, papa saya jatuh dari kamar mandi dan Kata dokternya ada vertigo dan telinganya masih jelas, tapi kita ngomongnya mesti agak keras di kuping sebelah kanan dan terakhir di rumah sakit di ruang perawatan biasa dan di pakai alat infus dan oksigen malah tambah parah dan akhirnya pakai alat ventilator dan juga tambah parah . Sebelum di bawah ke rumah sakit bicara masih jelas. Menurut dokter , kaya papa saya ini apakah tindakan mesti pakai alat ventilator?
"
296,stroke,/komunitas/topic/penyakit-stroke-yang-sudah-20-tahun-,"Halo dok, saya ingin meminta pendapat. Ayah saya sudah sakit stroke dikarenakan pembuluh darahnya pecah selama 20 tahun, sehingga tangan kanan dan kaki kanannya lumpuh. Dan tidak bisa mengucapkan kata-kata dengan baik. Lalu dok, apakah ada kemungkinan bahwa ayah saya dapat kembali untuk menggunakan kaki dan tangannya kembali ? Perawatan apa yang cocok untuk ayah saya dan dimana saya bisa mengetahuinya
"
297,stroke,/komunitas/topic/kaki-mati-rasa24de05,"malem dok, saya mau tanya apakah berbahaya ibu hamil kaki mati rasa sebelah kiri? sudah bebebrapa hari ini, tapi jarang. istri saya sering mengeluh mati rasa pada kakinya di malam hari yg menyebabkan dia takut dan was was takut terjadi sesuatu pada bayinya. mohon jawabnanya dok trimaksih
"
298,stroke,/komunitas/topic/jenis-penyakit-apa-yang-membuat-tiba-tiba-sebelah-bagian-tubuh,"Pagi dok, saya ingin bertanya. Ayah saya tiba-tiba sebelah bagian tubuh nya tidak bisa digerakkan setelah pulang dari bepergian. Dijalan sudah merasakan agak tidak enak badan dan berhenti sebentar tetapi saat sudah sampai dirumah sebelah tubuhnya jatuh dan tidak bisa digerakkan seperti orang stroke tapi ayah saya tidak memiliki riwayat sakit itu sebelum nya. Saat ini udh agak bisa digerakkan tetapi masih lemah. Sekian dok terimakasih
"
299,stroke,/komunitas/topic/suplemen--amp--vitamin,"Sore dok, saya ingin bertanya suplemen & vitamin apa selain neurodex yg dapat dikonsumsi oleh penderita pasca stroke?
"
300,stroke,/komunitas/topic/badan-sebelah-kanan-kebas-dan-mengelitik-selama-beberapa-hari,"Malam dok, ayah saya beberapa hari mengeluhkan tubuh bagian kanannya kebas dan ada rasa mengelitik dan ayah saya juga berat badannya bisa dibilang melebihi standar dan jarang berolahraga, apakah hal tersebut merupakan ciri-ciri penyakit yang membahayakan ?
"
301,stroke,/komunitas/topic/stroke07abfc,"Pagi dong,saya mau bertanya dok.ibu saya terkena stroke dok,tapi masih merasakan skit bagian tangan dan kaki kirinya saat dipindahkan/digerakkan.ibu sya di infus di rs dok.lalu katanya dia tidak mau lgi di infus karena lemas katanya dok.banyak yang menyarankan tidak usah di infus lgi,di urut atau terapi saja dok.bagaimana menurut dokter,mohon arahannya dok.trmksh
"
302,stroke,/komunitas/topic/demam-1f6bad,"Begini dok paman saya sakit stroke ringan setelah dari rumah sakit sekarang dirawat dirumah, akhir-akhir ini paman saya selalu mengeluarkan air liur dan ingus ditambah lagi ia berkeringat yang berbau, kemarin paman saya diare selama 2 hari dan sempat terjatuh. Sekarang suhu tubuhnya tinggi sekitar 38°C. Keluarga kami takut dan bingung mengatasinya dok jadi mohon bantuanya, terimakasih.
"
303,stroke,/komunitas/topic/ganguan-tidur-pada-penderita-strokeb915da,"Siang dokter ibu saya usia 67 tahun kena stroke ringan tetapi hasil CT scan Belum keluar. makan bisa walaupun harus yang lembek karna suka tersedak. hanya saja jadi susah tidur dok, malam susah tidur siang juga sama susah tidur. seperti gelisah. Baru rebahan sebentar mau tidur sudah bangun lagi, duduk nanti rebahan lagi baru berap menit bangun lagi spserti yang gelisah. apakah ada terapi atau obat khusus dok agar ibu saya bisa istrirahat. terimakasih
"
304,stroke,/komunitas/topic/tangan-kiri-lemas-dan-mulut-agak-menurun,"Permisi dokter, ayah saya berusia 56 tahun ketika bangun tidur beliau merasakan tangan kiri nya lemas dan bibirnya agak miring ke kiri. setelah di cek ke dokter tensi nya sekitar 156/110, dokter bilang itu terkena stroke , apakah itu termasuk stroke ringan atau stroke berat? untuk berbicara masih lancar dan berjalan masih normal hanya saja tangan kiri nya agak berat untuk digerakan atau lemas. Makasih dokter mohon pencerahannya
"
305,stroke,/komunitas/topic/hipertensi---dm-tipe-2,"Selamat sore Dok. Saya ingin bertanya, nenek saya berusia kurang lebih 68 tahun riwayat HT dan DM tipe 2. Empat hari yang lalu sekitar pukur 5 pagi beliu jatuh saat jalan dikarenakan lemas dlm posisi duduk, entah berapa lama duduk di lantai, setelah itu ibu saya menggendongnya ke kamar. setelah itu nenek saya lemas di bagian kaki dan tangan yang kanan. untuk bicara sangat susah, terlihat lemas, dan makin kesini susah untuk duduk. kenapa ya Dok? terimakasih Dok..
"
306,stroke,/komunitas/topic/apakah-benar-ciri-ciri-stroke-ringan-,"Selamat malam dok, ayah saya punya penyakit saraf dibagian lehernya. Sudah lama kurang lebih 10 thn. Sudah berusaha terapi dimana mana tpi tidak ada tanda tanda sembuh sampai sekarang. Sampai sampai kedua tangan ayah saya kecil seperti tidak ada dagingnya. Beliau juga sudah lama tidak bekerja karena penyakit ini. Dan sekarang menjalar ke bagian kepala. Jadi ayah saya sering pusing, lehernya sering sakit. Katanya itu sudah menjalar dan tanda tanda stroke ringan apa benar dok?
"
307,stroke,/komunitas/topic/saya-ingin-bertanya-dengan-dokter-saraf,"Dok boleh kah minum susu peptibren?Saya menderita struk kaki dan tangan sebelah kanan tidak bisa digerakan hanya kaki dan tangan sebelah kiri saja yang bisa digerakkan dok.Apakah boleh saya meminum susu peptibren tersebut?
"
308,stroke,/komunitas/topic/bolehkah-jahe-merah-untuk-penderita-stroke,"malam dok, apakah jahe merah diperolehkan untuk penderita stroke akibat diabetes dan bagaimana aturan meminumnya dok jika direbus
"
309,stroke,/komunitas/topic/tentang-susu-peptibren,"Dok ibu saya kan sedang sakit struke tangan dan kaki tidak bisa gerak.Terus saya inisiatif beli susu peptibren namun setelah diminum kepala ibu saya terus pusing katanya kenapa ya dok apakah bagus atau tidak susu tersebut dikonsumsi?
"
310,stroke,/komunitas/topic/apakah-stroke-ringan-boleh-minum-obat-penurun-darah-ti-ggi,"Selamat pagi dok,Mau tanya, ibu saya di diagnosa rumah sakiit bahwa stroke ringan, dan tensi nya tinggi, Apakah saat tensi nya tinggi, di biarkan saja atau dikasih obat penurun darah tinggi???
"
311,stroke,/komunitas/topic/obat-pereda-agar-bisa-sembuh-total-dari-nyeri-di-bagian-kaki,"Dok mau tanya.. Apa obat untuk pereda ataupun agar bisa sembuh dari rasa sakit/nyeri di bagian kaki (dari paha hingga ke jari kaki) setelah stroke dok?
"
312,stroke,/komunitas/topic/terapi-makan-yang-dilakukan-oleh-ot-pada-pasien-post-stroke,"Terapi makan yang dilakukan oleh OT pada pasien post stroke itu seperti apa dok?
"
313,stroke,/komunitas/topic/gangguan-aktifitas-listrik-di-otak,"Dok saya ingin bertanya kejang di sebebkan oleh adanya gangguan aktifitas listrik di otak yang saya ingin tanyakan apa penyebab utama dari gangguan aktifitas listrik di otak itu apa yah dok?
"
314,stroke,/komunitas/topic/simvastati-untuk-stroke-bolehkah-diminumkan-,"dok mau tanyaayah saya stroke sudah 1th hari ini tes darah kolesterol yg dari jari kolesterolnya 231 terus dikasih obat simvastatin 20mg tp ada konsumsi obat aspilet dan amlodipin jg apa simvastatinny boleh diminumkan?trm ksh
"
315,stroke,/komunitas/topic/darah-tinggi082137,"Mlm dok,mertua saya punya hipertensi sejak melahirkan anak y yg ke 3 9thn yg llu,bidan blg sudah gbsa turun tkanan darah y,dn bnr smpai saat ini tekanan darah sllu tinggi,kmrn cek tknan darah 240/100 dn di leher trdpt gondok,apakah pmbuluh darah bisa pecah dok kl tensi segitu?
"
316,stroke,/komunitas/topic/apakah-boleh-pemberian-kombinasi-obat-hipertensi-captropil-dan-amlodipine-terhadap,"siang dok, kakek saya mengalami hipertensi dengan tekanan darahnya 170/100 dan sudah mengarah ke stroke iskemik, kemudian diberikan pemberian obat kombinasi antihipertensi captropil 12,5mg 2x sehari, amlodipine 5mg 1x sehari untuk mengobati hipertensinya dan diberikan obat alteplase injeksi dan aspilet. yg ingin saya tanyakan apakah boleh pemberian terapi kombinasi untuk penyakit hipertensi antara captropil dan amlodipine, mengingat beliau juga menjalani pengobatan stroke dengan obat alteplase dan aspilet. terima kasih dok
"
317,stroke,/komunitas/topic/lemas011b48,"Halo dok, kaki ayah saya sering lemas jalan saja agak susah, kira"" sakit apa ya dok ? Dan solusinya bagaimana ?
"
318,stroke,/komunitas/topic/stroke97349c,"Assalamualaikum dok. Saya mau bertanya. Obat yang cocok untuk orang yang stroke apa ya dok? Obat yang bisa ditemukan di apotek apotek
"
319,stroke,/komunitas/topic/kaki-terasa-berat-seperti-klenger,"Selamat malam DokJadi gini.. ayah saya itu usia yang sudah lanjut beliau ngeluh kaki nya terasa berat saat berjalan mirip mirip klenger. Itu sakit apa dok? trus obat herbal yang bisa mengurangi berat dikaki apa yah?
"
320,stroke,/komunitas/topic/apakah-termasuk-gejala-stroke-ringan-,"Halo dok. Saya mau tanya, ayah saya tiba-tiba mengalami gejala tangan kanannya matirasa dan bicaranya sedikit tidak jelas. Dan sudah 2 hari ini tangannya masih matirasa. Apakah itu termasuk gejala stroke ringan? Dan jika memang stroke ringan apakah bisa sembuh seperti sedia kala hanya dengan pengobatan obat jalan? Terimakasih.
"
321,stroke,/komunitas/topic/penderita-stroke-sering-muntah,"Dear Dokter,
kenapa penderita stroke sering muntah ya?
Gula darah tinggi,
Thanks
"
322,stroke,/komunitas/topic/opname-karena-kaki-kesemutan--anemia-dan-sesak-nafas-,"hallo dok, sya mau nanya nih.5 hri yg lalu ibu sya abis opname. diagnosa anemia, kesemutan dan sesak nafas.ini skrang keadaannya dirumah setelah opname, kok malah gemetar dan juga bicara aja sulit?ini gimana menurut dokter solusinya?
"
323,stroke,/komunitas/topic/obat-banyak-fikira--,"Siang dok,, ayah sy habis stroke 8 bulan yg lalu, kemarin tiba2 fikirannya menumpuk, masalah di masa lalu semua di fikir, mengakibatnya dia tidak tenang , gelisah, mondar mandir tidak jelas keluar masuk rumah, itu pengobatannya bgmna dok ?
 
"
324,stroke,/komunitas/topic/apakah-aman-penderita-stroke-makan-bubur-beras-merah-santan-di,"Assalamualaikum dokter. Saya ingin bertanya dok. Apakah aman bubur beras merah santannya di ganti dengan susu di tambahkan gulaDan membuat sup juga Apakah boleh juga perasa pakai Masako karna katanya pakai garam ga boleh dok. Mohon solusinya dok mama saya menderita stroke ringan.
"
325,stroke,/komunitas/topic/badan-kesemutan-,"Malam Dok...beberapa minggu yang lalu saya mengalami tekanan darah tinggi 160. saya sampai pusing.sekarang sesekali saya masih pusing.Dokter tempat saya berobat..saya diberi obat menurunkan tekanan darah.Namun setelah itu saya merasa kepala saya berat.,badan saya kesemutan. kira kira apa penyebab saya pusing dan kesemutan Dok?
"
326,trombosis-vena-dalam,/komunitas/topic/nyeri-tiba-tibab69a67,"malam dok. saya mau tanya knp ya paha saya yang sebelah kirim tiba2 sakit sprti ada yang tusuk. sakitnya tiba2 kyknada 1 tusukan... thx dok..kondisi: saya hbs nyetrika.. trs tidur..
"
327,trombosis-vena-dalam,/komunitas/topic/kaki-kiri-linu-,"Dok saya umur 29...awalnya kaki kiri saya gpp tp pas buat ngangkat anak saya pke 1 kaki posisi saya tdr selang 2hri kyak jarem gt ampe sekarang...dan apa jg ngaruh mengedong anak trus krna anak kan msh umur 8bln....kaki kiri baik2 aj....yg q ra saik bkan tulangnya tp otot nya kyak kenceng gt....makasih...
"
328,trombosis-vena-dalam,/komunitas/topic/bengkak-di-tangan-2,"pagi dok saya mau tanya, jadi papa saya habis melakukan operasi pada tangan kiri bagian bawah pundak dan dipasang pen, sudah sebulan lebih ini setelah operasi bagian sikut dan pergelangan dan telapak tangan itu bengkak dan agak susah di gerakan. kira” kenapa ya dok? padahal kan yg dioperasi bagian bawah pundak tetapi yg lain yg bengkak
"
329,trombosis-vena-dalam,/komunitas/topic/kaki-linu,"Assalamualaikum dok.
Dok, saya mahasiswa, kerja juga organisasi. Jadi padet acara2 juga.
Saya kalo capek, lutut saya kadang sekujur kaki suka sakit banget dok, kayak linu2 gitu dok. Itu kenapa ya dok? Obat untuk itu apa?
"
330,trombosis-vena-dalam,/komunitas/topic/apakah-trombosis-bisa-sembuh,"Assalamualaikum, dok. punggung kaki saya terasa sakit dan terdapat memar merah dan sering merasa vertigo. setelah perjalanan jauh kemaren. saya cari di internet katanya itu gejala trombosis, apakah trombosis bisa sembuh dengan sendirinya?"
331,aterosklerosis,/komunitas/topic/cara-terapi-yang-baik-pasca-penyumbatan-arteri-pertama-kali,"Malam Dok, saya mau bertanya. Bagaiamana terapi yang baik bagi penderita pertama penyumbatan arteri setelah penanganan dari Dokter RS? Untuk keberlanjutan hidup sehat.Ketika sudah pernah mengalami penyumbatan arteri, dan sudah menata hidup dengan mengkonsumsi makanan sehat sesuai perintah dokter. Apakah masih mungkin penyakit tersebut muncul lagi?Dan bagaimana cara mengatasinya?Terima kasih.
"
332,aterosklerosis,/komunitas/topic/penyempitan-pembuluh-darah-pada-anak,"Dokter, anak saya usia 8.5 tahun periksa ke dokter mata karena masalah myopia. Dari pemeriksaan dokter mata dan berdasarkan foto, ada indikasi penyempitan pembuluh darah di saerah jantung sehingga direferensikan ke dokter spesialis jantung. Apakah hal ini berbahaya Dok? Apa penyebab terjadinya penyempitan pembuluh darah pada anak2? Terima kasih
"
333,aterosklerosis,/komunitas/topic/telinga-berdenging-dan-sempoyongan--,"Halo Dok, Usia saya 30thn. Akhir akhir ini saya sering Mengalami telinga berdenging disertai badan sempoyongan dan pandangan Buram.. sudah hampir Setahun ini badan saya terasa lemas, jika dipaksa Bekerja berat jantung terasa bedebar kencang. Apakah ini indikasi penyakit jantung? Saya sudah sekali periksa di dokter spesialis Penyakit dalam. Tapi hasilnya bagus semua.. kira kira apa yang perlu saya lakukan dok?
"
