,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,category,url,question
16,16,1262,1262,stroke,/komunitas/topic/sadar-dari-koma-tanpa-risiko-bawaan,".   , misal ada pasien koma setelah operasi kraniatomi, lalu dengan segala risiko seperti yang sudah disebutkan pada artikel alo tentang kraniatomi, apakah ada kemungkinan pasien bisa sadar tanpa membawa risiko tersebut? dan faktor apa saja yang menyebabkan pasien bisa sadar tanpa risiko tadi?  atas jawabannya. w
"
381,381,106,106,penyakit-jantung-koroner,/komunitas/topic/apa-itu-penyempitan-jantung--,"apa itu penyempitan jantung ?
"
687,687,487,487,aritmia,/komunitas/topic/umur-24-tahun-masih-sakit-psikomatis,"!!!.mau nan.  di saat saya berdiri ketika mau duduk. denyut jantung saya terasa di leher.. dan rasanya macam orang kecapean habis kerja berat. tapi masalahn saya ngga ngapain ngapain. setiap saya dari jalan bila saya duduk tiba tiba detak jantung terasa di leher. dan rasa cape begitu. apa kah normal . atau dari efeck sakit gerd asam lambung. tolong di jawab 
"
306,306,31,31,penyakit-jantung-bawaan,/komunitas/topic/ukuran-berat-atau-ringannya-asd-scundum," .  a untuk ukuran kebocoran asd scundum yg di kategorikan ringan itu berapa ? 
"
520,520,245,245,penyakit-katup-jantung,/komunitas/topic/penyakit-katup-jantung,",
 usia 13 thn, tinggi 178 berat 90kg ada kelainan katup jantung sejak lahir. pernah di baloon saat usia 4 bulan dan sampai saat ini cukup kontrol rutin setiap tahun tanpa perlu tindakan lainnya. peran saya, apakah bisa membantu proses penutupan katup dengan rutin minum suplemen q10 sesuai saran yang saya dengar dari rekan dan jika bisa membantu baiknya yg ukuran berapa mg dan apakah baik jika dikonsumsi rutin?
,"
1677,1677,2690,2690,serangan-jantung,/komunitas/topic/dada-kiri-terasa-sakit-2,nan
702,702,502,502,serangan-jantung,/komunitas/topic/obat-obatan-jantung--amp--lambung,"malam, sejak mengalami serangan jantung, saya mengkonsumsi berbagai obat hingga saya rasakan lambung ikut bermasalah. sampai saat ini di mana saya masih minum ascardia secara rutin, mudah sekali rasanya asam lambung naik, sampai sesak nafas...
saya memang diberi obat lambung, awalnya lansoprazole, lalu kontrol ke-2 ganti rebamipide, lalu saat sesak dikembalikan ke lansoprazole 2x sehari yang menghilangkan sesak walau lambung tetap terasa berbeda dibandingkan dulu.
peran saya, apa kondisi lambung dapat diperbaiki? saya khawatir bertambah parah dan menimbulkan masalah baru. lalu apa ada obat-obatan jantung, yang tidak membebani lambung?
.
"
25,25,1210,1210,stroke,/komunitas/topic/apa-yang-akan-terjadi-ketika-pendarahan-di-otak-karena-stroke,",saya gloria ingin  mengenai stroke, baru-baru ini  melakukan ct scan dan di vonis adanya pendarahan pada batang otaknya.  berumur 54th bb 51kg tb 165cm dan baru pertama kali terkena serangan stroke dengan gejala; kesulitan berjalan, lemas pada tangan kiri, dan kebas pada bibir kirinya tetapi ketika berbicara layaknya orang normal. apakah penyakit ini sudah parah sekali atau akan berulang lagi ? mohon untuk di konfirmasi , terimakasih.
"
701,701,501,501,serangan-jantung,/komunitas/topic/denyut-jantung-tiba---tiba-cepat-dan-membuat-sesak-nafas," umur saya 23 tahun, beberapa hari ini saya sering merasa tiba - tiba dada saya sesak tapi gak lama hilang, sesak lagi dan itu sering setelah saya cek tensi angka menunjukan detak jantung saya 108. apa yang harus saya lakukan agar saya tidak sesak lagi? terimakasih
"
1273,1273,2286,2286,aritmia,/komunitas/topic/aritma,"malam ini saya merasa agak aneh didada, setelah saya cari kondisi yg paling mendekati adalah aritma. terasa ada yg aneh dengan denyut jantung saya, lalu saya periksa denyut nadi, irama nadi sepertinya normal saja, namun pada saat rasa aneh didada itu muncul, denyut nadi hilang, itu terjadi sekitar 1 detik, tidak terlalu sering terjadi denyut yg hilang itu

saya pria, usia 53 tahun, dan pada tahun 2012 sudah cek jantung dengan keteterisasi dan dinyatakan normal, november 2016 cek up jantung dinyatakan normal

apa saran ?,
"
910,910,785,785,gagal-jantung,/komunitas/topic/asites-3,",ibu sy menderita dm kemudian ada batu di ginjal kanan dan sudah pernah dilaser, kemudian juga ada batu di empedu dan sekarang ditambah dengan asites yg penyebabnya belum jelas.  kerap mengeluh gatal di sekujur tubuhnya tanpa sebab, kemudian sangat cepat lelah, dan berat badannya menurun drastis. kira-kira ada hubungannya dari salah satu penyakit yg diderita tadi apa bagaimana ?
"
178,178,1165,1165,stroke,/komunitas/topic/apakah-ini-termasuk-penyakit-serius,",  sudah umur 63 lalu 3 tahun terakhir ini tanganya kesemutan dan lama"" mati rasa. awalnya hanya pergantian kulit telapak tangan, lalu lama"" jadi ada tanda 'gosong' di punggung tangan.
dan beberapa hari terakhir, wajahnya terasa seperti dikerubuti hewan kecil"" yang berjalan diatasnya.
apakah itu penyakit serius ? mohon jawabannya karena bapak saya takut ke  untuk check up.
"
1367,1367,2380,2380,aritmia,/komunitas/topic/gangguan-irama-jantung-2," .
begini, selain pnya pnyakit maag kronis  bilang saya kena gngguan birama jantung . sudah d kasih obat skali . stelah itu saya suka sering pusing mual dan jantung kerasa loncat kaya habis lari maraton malah suka susah nafas dan kadang suka sakit d dada sebelah kiri kaya di tusuk"" kalo kerja kecapean . menurut  saya emang positif gngguan birama jantung apa gejala saja . solisusinya bagaimana  trima kasih ."
1003,1003,878,878,aritmia,/komunitas/topic/mendeteksi-aritmia-dengan-ritme-jantung,"- bagaimana cara mendeteksi aritmia?
- bisakah mendeteksi aritmia dengan melihat ritme jantung?
- apakah sudah ada alat portable yang dapat mendeteksi aritmia?Ã¢Â 
- bisakah mendeteksi aritmia menggunakan produk dalam bentuk smartwatch yang dapat memonitor ritme jantung, dll?
"
1561,1561,2574,2574,serangan-jantung,/komunitas/topic/nyeri-dada-sakit-apa,", dada sebelah kiri saya nyeri tepatnya dibawah payudara sekitar daerah tulang rusuk, kadang tiba2 nyeri kadang nggak ada hubungannya dg sakit lambung saya gk ? gejala apa ini  ??"
1674,1674,2687,2687,serangan-jantung,/komunitas/topic/nyeri-dada-tengah,", sudah sebulan ini saya merasakan nyari dada di bagian tengah, yang datang & pergi. kadang sampai dirasakan nyeri ke leher & punggung belakang.2 bulan lalu saya sudah pernah menjalani tes ekg & treadmill dan jantung saya dinyatakan normal. dari hasil tes lab diketahui bahwa kolesterol saya tinggi. sampai saat ini saya masih menjalankan aktivitas Ã£ÂÃ¢Â hari hari saya seperti biasa.kira2 saya ini sakit apa ? dan saya harus berobat ke  specialist mana ya? banyak.was,gatiÃ£ÂÃ¢Â Ã£ÂÃ¢Â "
266,266,1892,1892,stroke,/komunitas/topic/kenap-yah,",umur saya 15 thn, yagh otak saya semakin hari semakin terasa mengecil atau menjauh kedalam kepala,meskipun begitu saya masih bisa merasakan lapar dan kenyang. itu  yagh ???trima kasih"
239,239,1554,1554,stroke,/komunitas/topic/perbedaan-kram-otot-dan-stroke-ringan-2,..mohon penjelasannya mengenai perbedaan kram otot dan stroke ringan?
1249,1249,2262,2262,aritmia,/komunitas/topic/sering-terbangun-krn-jantung-berdetak-kencang," ,  akhir2 ini sy sering terbangun dgn tiba2 krn denyut jantung sy tiba2 cepat n terasa ujung2 jari2 tangan kiri sy sprt darah mengumpul, sy sdh berobat ke bagian jantung n sdh di ekg hasilnya pun baik n  pun tdk mengindikasikan sy sakit jantung. gula darah, kolesterol n asam urat sy normal. kira2 sy hrs berobat ke bagian apa  ? trims atas jawabannya"
723,723,523,523,serangan-jantung,/komunitas/topic/penyakit-jantung-atau-lambung-4,"aslkm..sy merasakan awal terasa berat dipunggung dan leher,sedikit pusing,mual,dan jantung berdebar,serta mudah lelah..awal sy periksakan di dr.umum didiagnosis hipertensi..setelah dikasih obat bukan malah sembuh tapi malah semakin lemas,mual,muntah,pusing,jantung berdebar,nafsu makan kurang..lanjut opname dan ditangani dr.spesialis dlm,dan didiagnosa dispepsia dirawat 4hr,ini sudah membaik cm terkadang didada masih ada rasa sengkring2 yg muncul hilang serta rasa berdebar2,keringat keluar sangat banyak,,obat yg diberikan adalah obat lambung,propanolol,clorampenichol..saat ini sudah 14hr dr awal sakit,berat badan sy berkurang drastis dr 93kg jadi 85kg..dan jika saya beraktifitas agak berat sedikit masih mudah lelah dan keringat keluar sangat banyak...apakah penyakit saya ini termasuk jantung atau lambung??
"
1754,1754,2767,2767,serangan-jantung,/komunitas/topic/pernafasan,"aualaikum wr.wb nma saya novi  bertan :'( saya sering merasakan sesak nafas secara tiba"" dan sa'at sesak nafas dada saya sesak jantung saya merasakan sakit :'( trus kpala saya jga pusing banget benar"" terasa sakit dan ketika saya jongkok lalu berdiri saya merasa pusing jga :'( sebenarnya saya sakit apa ..?"
224,224,300,300,stroke,/komunitas/topic/badan-sebelah-kanan-kebas-dan-mengelitik-selama-beberapa-hari,",  beberapa hari mengeluhkan tubuh bagian kanannya kebas dan ada rasa mengelitik dan  juga berat badannya bisa dibilang melebihi standar dan jarang berolahraga, apakah hal tersebut merupakan ciri-ciri penyakit yang membahayakan ?
"
816,816,616,616,penyakit-jantung-bawaan,/komunitas/topic/susu-cocok-buat-bayi-penderita-pjb-kurang-berat-badan-umur-7-bulan,"met . saya mempunyai bayi menderita pjb sianotik berat badan nya 5kg gak naik2, susu formula apa yang cocok untuk bayi saya biar berat badan nya naik, umur nya 8 bulan panjang 60 cm. ."
1365,1365,2378,2378,aritmia,/komunitas/topic/aritimia,apakah penyakit aritimia bisa sembuh?
467,467,192,192,penyakit-katup-jantung,/komunitas/topic/kelainan-katup-jantung-3,", saya herni umur 23 tahun.saya pernah diperiksa oleh salah satu  di klinik dan saya di diagnosa ada kelainan katup jantung. sudah lama saya merasa sering nyeri dibagian dada sebelah kiri dan saya kira itu cm sesak nafas biasa ,  tan, untuk pencegahan supaya tak terjadi hal g tdk diingjnkan itu bagaimana , selain dgn jalan operasi. terimakasih
"
342,342,67,67,penyakit-jantung-bawaan,/komunitas/topic/tentang-breath-holding-sllep,"    umur 1thn saya mmau konsultasi sama  tentang  a dari umur 2bulan sampe sekarang suka nangis sampe bibir membiru dan tak ada suaranya anak ku nangis kaya gtu klo dia kaget atau kebentur benda yg bikin dia kaget sampe terkadang aku kaget dan sedih klo liat  nangis ga ada suaranya trus bibir membiru apa apakah penyakit ini bisa hilang ??
"
114,114,1304,1304,stroke,/komunitas/topic/apa-nama-penyakit-pada-kaki-kanan-saya-dan-gangguan-apa-yang-ada-pada-kaki-kanan-saya,"
,   kaki kanan saya 2 bulan terakhir terasa kebas dan agak lemah, jari-jari kaki saya pun susah untuk digerakan ketika saya berjalan pun di normal. dan ini saya rasakan tanpa ada sebab
"
708,708,508,508,serangan-jantung,/komunitas/topic/jantung-dan-pembuluh-darah-koroner,", apakah perbedaan antara infark miokard dan acute coronary syndrome, apakah karakteristik nyerinya sama dan bagaimana penatalaksanaannya?terimakasih 
"
1007,1007,882,882,aritmia,/komunitas/topic/jantung-187," sejak 3 hari terakhir ini jantung saya sering berdebar tibaÃ¢Â² itu knp ? padahal saya sering olahraga
"
1625,1625,2638,2638,serangan-jantung,/komunitas/topic/nyeri-dada-kiri-8,"  .?  tan, knpa ya dada saya sering sakit nyeri sebelah kiri saat bernafas panjang seakan putus . mhon solusi n.!was terimakasih sebelum nya"
1160,1160,2173,2173,gagal-jantung,/komunitas/topic/infark-miokard-akut-2,",   berkaitan dengan ima-mengapa syok berhubungan dengan infark miokard akut?-mengapa ima resiko lebih tinggi pada usia lebih dari 40 tahun?-mengapa infark miokard akut pada wanita meningkat setelah menopouse?-apa hubungannya komplikasi gagal jantung dan edema paru terhadap infark miokard akut?-mengapa makan terlalu banyak beresiko tinggi mendapat penyakit infark miokard akut?"
537,537,337,337,aterosklerosis,/komunitas/topic/ngilu-pada-lutut-2,".... saya pria usia 32th.. saat ini saya sering merasakan ngilu pada lutut sa.khusus di bagian lutut saja .dan biasanya sangat terasa saat terkena kipas angin atau pun ac .terimakasih sebelumn
"
876,876,676,676,penyakit-katup-jantung,/komunitas/topic/pemakaian-katup-mekanik-pada-katup-jantung,", salah satu katup jantung saya memakai katup mecanik dari tahun 2007 bln 2 sampe sekarang dan saya harus selalu minum simarc 2 seumur hidup. yang saya ingin kan , pa efek samping keterusan minum obat simarc 2 ne dan apa pemakaian katup mecanik gini ada batas waktunya serta didaerah saya tidk ada untuk melakukan cek inr jadi saya mengatur sendiri aturan minumnya, pa gak masalah ?.mohon jawabann."
1229,1229,2242,2242,aritmia,/komunitas/topic/detak-jantung-terhenti-sesaat,", saya ingin mekan penyebab dan akibat dari detak jantung yang tidak tetap, dimana setiap beberapa detakan terjadi jeda/berhenti sesaat, apakah ini kelainan jantung ataukah penyakit jantung.
selain itu sejak remaja kadang secara mendadak jantung saya berdetak sangat kencang sehingga kadang sampai dada terasa bergetar. kondisi ini kadang hanya berlangsung 1-3 menit, namun kadang sampai lebih dari 10 menit, apakah hal ini berbahaya ?
1 bulan yang lalu kolesterol saya naik s/d 200, dan tekanan darah mencapai 180/90 dan sedang dalam pengobatan , apakah ini dampak dari kondisi saya di atas ?
demikian,  sebelumnter.
Ã£ÂÃ¢Â 
,
rudi"
1435,1435,2448,2448,serangan-jantung,/komunitas/topic/apa-penyebabnya-nyeri-dada-sampe-tulang-punggung,"a mualaikum,,saya sudah lama sering mengalami sesak nafas,dada terasa tertekan,dan sakit kepala yg teramat amat sakit,sampai tulang punggung belakang terasa sakit apakah itu gejala penyakit jantung?dan ini sering terjadi dan bergantian kadang yg kiri kadang yg kanan.."
1420,1420,2433,2433,serangan-jantung,/komunitas/topic/mohon-pencerahannya-2, usia 28 bb 100 keluhan saya nyeri di dada sebelah kiri tidak sering dan nyeri di tungkak telapak kaki kiri pada saat berjalan keluhan ini sudah saya rasakan 3 bulan ini..sebelumnya saya tidak pernah mengalami seperti ini..mohon pencerahann .
1505,1505,2518,2518,serangan-jantung,/komunitas/topic/sakit-dada-81,".   ni. lately, saya sering rsa sakit dada kiri belakang. dan ada juga rsa sakit dan lenguh pd bahu dan tangan kiri. sakit apa ya? teman2 bilang saya harus ngecek di rumah sakit. apa itu tanda awal sakit jantung ya? saya slalu juga migrain sih.. mohon  jelasin yaa.. makasih."
373,373,98,98,penyakit-jantung-koroner,/komunitas/topic/penyakit-koroner-orang-tua,"apakah penyakit jantung koroner bisa disembuhkan total? dan bagaimana cara penyembuhan yang tepat selain mengkonsumsi obat2an?
"
1470,1470,2483,2483,serangan-jantung,/komunitas/topic/penyakit-jantung-atau-lambung-2,"askum wr.wb.
 devin umur saya 25
 tan saya pernah di rawat di puskesmas terdekat 1 minggu yang lalu,kata  saya terkena penyakit lambung..saya juga pernah datang ke ahli dalam 3 bulan yang lalu hasil cek x ray jantung tak membesar,cuma ada dispepsia lambung aja
tapi sekarang dada kiri saya sakit kadang terasa panas,nafas sesak,di tenggorokan terasa mengganjal,mual,perih di perut,pusing kaya yang mau pingsan...
apakah ini gejala jantung atau bukan ,trim"
1129,1129,2142,2142,gagal-jantung,/komunitas/topic/gagal-jantung-5,", ingin melanjutkan peran tentang gagaljantung setelah d vonis gagal jantung ,suami saya makanan,buah2an,sayuran apa saja yang bisa di konsumsi oleh suami saya,karena riwayat gagal jantung terjadi pembengkakan di karenakan hipertensi, jadi mohon sarann , "
1378,1378,2391,2391,aritmia,/komunitas/topic/jantung-berdebar-kencang-3,"k... beberapa hari ini saya mempunyai keluhan, yaitu jantung saya suka berdebar kencang, atau biasa kata orang orang ""deg deg an"" sendiri. lama deg deg an nya sekitar 7 detik an lah. awalnya saya anggap hanya biasa saja, tapi lama kelamaan menjadi sering muncul , 1 hari bisa sampai 5/7 kali. nah kira kira itu  ? terus apa yang harus saya lakukan?Ã£ÂÃ¢Â terimakasih"
975,975,850,850,aritmia,/komunitas/topic/nyeri-punggung-disertai-tubuh-lemas,"bismillah ,  punggung saya sering merasa nyeri dan kadang menjalar sampai ke lengan kiri dan kadang detakkan jantung saya biasanya terasa kuat dan biasanya juga terasa di bagian ulu hati.2 hari yang lalu tekanan darah saya 110/70 dan denyut nadi saya 63/menit.saya punya riwayat varikokel dan maag akutdan keadaan ini sudah saya rasakan selama 4 bulan belakangan apakah ada indikasi masalah pada jantung saya atau ini imbas dari sakit maag sa ?mohon penjelasann,terimakasih
"
146,146,1593,1593,stroke,/komunitas/topic/apa-obat-herbal-sakit-asam-lambung-dan-gejala-stroke,". saya novi mahasiswa uin imambonjol.
  konsul, saya penderita penyakit asam lambung sudah 3th terakhir. saya sering mual, sakit di punggung bagian belakang, kembung, dsb
tapi 3 hari ini saya merasa sesak nafas, seperti dada saya di kasih beban yg berat. kemudian wajah saya terasa berat. wajah, kepala bagian belakang terasa berat sekali. dan lidah agak terasa kaku gitu ... menurt  saya knpa?
dan apa langkah atau obat yang semestinya saya lakukan/dapatkan
terimaksih"
1581,1581,2594,2594,serangan-jantung,/komunitas/topic/apa-yg-terjadi-pada-saya-2," ...
saya ingin mekan   sering sekali tiba"" dada sya yang sebelah kiri terasa sakit dan jika ditekan nyeri? terkadang juga sulit bernafas? itu terjadi sangat sering .
terimakasih "
444,444,169,169,kardiomiopati,/komunitas/topic/apakah-lemah-jantung-dapat-menyebabkan-kematian,", saya punya seorang teman. usianya baru 19th dan dia seorang laki2. jadi, dia tu ka punya penyakit lemah jantung dan  mendiagnosisnya hanya mampu bertahan selama 5bln lg. nah, akan tetapi dia ini terlihat sehat2 saja  tdk spt orang yg tengah sakit parah. apakah kondisi semacam ini normal?
"
1567,1567,2580,2580,serangan-jantung,/komunitas/topic/ga-tau-penyakit-atw-ap,"mlm  ,   ?
bbrppa hari ne saya sring bngt nyeskk nfs trus skt ulu hati , d srtai mual2 sma pert bgah , knpa  ?"
472,472,197,197,penyakit-katup-jantung,/komunitas/topic/penyebab-pembengkakan-jantung,"   ,penyebab terjadinya pembengkakan jantung itu apa saja ? sudah 1 bulan ini saya mengalami sesak yg luar biasa,nafas pendek,pembengkakan pada kaki,dan tensi di atas 135, saya di diagnosa mengalami pembengkakan jantung, dan di rawat kurang lebih 5 hari, saat hari kedua di rawat kotoran saya berwarna hitam, kira""  ? dan saya bingung karna tidak di jelaskan penyebabnya, serta anjuran untuk menjaga kesehatan ...
saya sangat berharap dr bisa menjawab peran saya, terimakasih ....
"
405,405,130,130,penyakit-jantung-koroner,/komunitas/topic/gejala-penyakit-apa-95," ,istri saya sering merasa dada sebelah kiri panas,nafas suka sesak,kalo telat makan suka merasa badan gemetar dan keringat dingin,pandangan berasa buram.
"
557,557,357,357,gagal-jantung,/komunitas/topic/ventilator-dicabut-tanpa-pemberitahuan,",  .  dirawat karena serangan jantung. senin dini hari harus dipasang ventilator, dan keluarga diberitahukan, dan disuruh tanda tangan. tadi  tiba-tiba dikabari lagi karena harus pasang ventilator lagi. apakah ventilator boleh dicabut tanpa pemberitahuan ke keluarga pasien? dan saat pertama pasang ventilator, nafas ibu normal. yang kedua tadi terlihat berat.
"
864,864,664,664,penyakit-katup-jantung,/komunitas/topic/mitral-valve-prolapse,"permisi ,  . apakah jika terasa nyeri di tangan,bahu,dan dada itu termasuk gejala mvp? atau ada penyebab lain?

saya juga mau  tentang hasil echo yang sudah 5 tahun apakah masih valid?

"
291,291,16,16,penyakit-jantung-bawaan,/komunitas/topic/pfo," ,, sy mw  apa sih perbedaannya pada saat jantung mengalami pfo sama asd
"
1330,1330,2343,2343,aritmia,/komunitas/topic/ves-ventrikel-extra-sistole,"...  tentang hasil mcu saya kemarin. dengan pemeriksaan ekg. ekg saya hasilnya...irama sinus,axis normal,ves unifokal frequent. saran okupasinya dari hasil ekg di dapatkan gambaran ves. bagaimana penangannya dan dan minta penjelasan dari hasil pemeriksaan ekg.apakah dlm kategori biasa atau parah. krn hasil ini mengacu di tempat saya bekerja. by.solihin"
454,454,179,179,penyakit-katup-jantung,/komunitas/topic/sharing-7,"alo , mengalami katup jantung bocor sdh lama tapi baru menganggu(sesak) stlh kerja berat 2th lalu & setelah bbrp wktu berobat didaerah,  daerah menyarankan utk operasi di pusat, yg mana papa sy mengikuti anjurannya. jadi  setelah menjalani berbagai prosedur dan tes setahun ini, akan dijadwalkan operasi mvr pada hari senin ini yg ka akan memperbaiki kebocoranny dan kalau tidak bisa akan dipasang semacam pin/apa sy lupa, yg jadi peran saya apakah tindakan operasi benar2 perlu y ? sy sdh prnh tnya dg dr.jantung yg dpusat ka kalo utk skrg tdk dioperasi takutnya ke depan nanti kebocoranny akan lebih parah & dg operasi/tdk pun konsumsi obat akan trus dlakukan selamanya. tapi mengingat umur papa sy yg sdh lwt setengah abad apakah hanya konsumsi obat jg bisa y? karena stelah operasi jg akan seterusnya konsumsi obat.karena stlh beberapa kali konsultasi dg dr.jantung & dr.bedah kok y sy masih merasa kurang dg penjelasan mereka(yg mana tidak terlalu memuaskan jawabanny) dan juga tdk mendetail. tlg pencerahann, !
"
160,160,708,708,stroke,/komunitas/topic/untuk-badan-yg-kena-atruk-sebelah-kiri-harus-minum-obat,"untuk badan yg kena atruk sebelah kiri harus minum obat saraf otak apa  agar bisa kembali berfungsi kembali seperti sediakala?
"
747,747,547,547,serangan-jantung,/komunitas/topic/detak-jantung-melambat-sewaktu-posisi-berdiri-ke-posisi-jongkok,"   apa penyebab detak jantung melambat sewaktu merubah posisi dari berdiri ke posisi jongkok atau dari posisi berdiri ke posisi tidur disertai dengan nyeri perut dan dada seperti di tekan tetapi bersifat sementara. dan itu kadang kadang terjadi sewaktu maagnya kambuh  sebelumnya
"
865,865,665,665,penyakit-katup-jantung,/komunitas/topic/apakah-sakit-jantung-dan-anerysma-dapat-sembuh-total,"Ã£ÂÃ¢Â ..
sayaÃ£ÂÃ¢Â sudah 1 tahun sakit karena ifeksi jantung katup 4 sehingga bocor dan Ã£ÂÃ¢Â mengakibatkan anuerysma otakÃ£ÂÃ¢Â karena tekanan darah. saya juga mengalami afasia sehingga sulit komunikasi dan daya ingatan.Ã£ÂÃ¢Â 
mohon pencerahan  untuk kesembuhan dari sakit ini?
Ã£ÂÃ¢Â "
106,106,299,299,stroke,/komunitas/topic/suplemen--amp--vitamin," ,  suplemen & vitamin apa selain neurodex yg dapat dikonsumsi oleh penderita pasca stroke?
"
1619,1619,2632,2632,serangan-jantung,/komunitas/topic/sakit-dada-kiri-5," andri, 25thun. akhir akhir ini dada bagian kiri saya sring sakit trasa d tusuk, waktu ambil napas pun malah makin sakit, knpa y?"
1150,1150,2163,2163,gagal-jantung,/komunitas/topic/transplantasi-jantung," ,  . jika ada orang yang mengalami 'fluent aphasia' bisa mentransplantasikan jantungnya? lalu apa saja syarat untuk mendonorkan jantung? mohon dibalas ."
1653,1653,2666,2666,serangan-jantung,/komunitas/topic/apa-obat-untuk-sakit-dada,  saya saat berkendara motor di jalan rusak dada saya sakit trus saat tidur trus bangun sakit jga dan lompat terasa sakit .
384,384,109,109,penyakit-jantung-koroner,/komunitas/topic/jantung840c7a,"bismillah, bagaimana jika salah satu pembuluh darah di jantung sudah 100%, apakah penyumbatan tersebut tidak dapat berkurang lagi?
"
1105,1105,980,980,serangan-jantung,/komunitas/topic/jantung-tiba2-seperti-ditekan," ,   3 bulan belakangan ini saya sering merasa jantung seperti ditekan, mudah lelah, keringat berlebih, juga badan selalu bergetar. apa yang saya alami? dan bagaimana menanganin?"
527,527,327,327,trombosis-vena-dalam,/komunitas/topic/kaki-kiri-linu-," umur 29...awalnya kaki kiri saya gpp tp pas buat ngangkat  pke 1 kaki posisi saya tdr selang 2hri kyak jarem gt ampe sekarang...dan apa jg ngaruh mengedong anak trus krna anak kan msh umur 8bln....kaki kiri baik2 aj....yg q ra saik bkan tulangnya tp otot nya kyak kenceng gt....makasih...
"
1153,1153,2166,2166,gagal-jantung,/komunitas/topic/batuk-dimalam-hari-disertai-sesak-nafas," ,yg mau saya  kan jika malam hari dan saya batuk pasti disertai rasa sesak nafas, sehingga saya kesulitan untuk bernafas..mohon info n..kiranya apa yg harus saya lakukan agar sembuh dari hal tersebut.terimakasih"
125,125,2086,2086,stroke,/komunitas/topic/pembuluh-darah-otak,  gimana gejala dan ciri ciri penyumbatan pembuluh darah di kepala atau otak.gimana penyembuhannya .dan apa penyebabnya.
1631,1631,2644,2644,serangan-jantung,/komunitas/topic/sakit-dada-sebelah-kiri-8,"' ,  . saya sering sekali mengalami sakit pada bagian dada kiri saya, terkadang sampai punggung jajaran tulang rusuk pokoknya, lengan saya juga terasa kram/sakit. itu gejala sakit apa ? terimakasih wasulaikum"
147,147,1655,1655,stroke,/komunitas/topic/gejala-stroke-2,".. tangan dan kaki saya sering keram, tapi yang paling parah tangan kanan saya keram sampai mati rasa.. bisa di gerakan tp saat menyentuh apapun sperti gak berasa.. skrang masih berasa keram2 di bagian siku.. tangan saya juga terasa lemas.. apakah ini gejala stroke dan apakah saya harus minum obat perda stroke ?? kalo iya.. dan pantangannya apa saja  ?"
1614,1614,2627,2627,serangan-jantung,/komunitas/topic/obat-sakit-di-dada-sebelah-kiri-seperti-di-tusuk,"
saya sudah 3 hari ini merasakan keluhan di bagian dada sebelah kiri, saat saya bernafas, melakukan aktifitas dan menelan makanan/minuman dada sebelah kiri terasa sesak seperti di tusuk, di timpa beban berat. sampai"" saya bernafas harus mengangkat posisi tubuh sampai tegak, kalau saya berdiri tegak juga tetap sesak .
itu gejala apa ? dan bagaimana cara mengatasinya. trimakasih sblumn. slmat mlam?"
1035,1035,910,910,aritmia,/komunitas/topic/penderita-aritmia-jantung,", saya penderita aritmia tapi sudah melakukan tindakan operasi dan dinyatakan sembuh.
lalu beberapa saat lalu, saya ingin mengangkat amandel saya karena sudah menggangu tapi  menolak karena takut terjadi yang tidak di inginkan, yang mau saya kan. jika penderita aritmia dinyatakan sembuh apakah bisa kambuh kembali &  dilarang tindakan padahal sudah dinyatakn sembuh ?
trmks
"
237,237,1174,1174,stroke,/komunitas/topic/mata-sebelah-kanan-tidak-bisa-berkedip," , saya punya teman usia 18,tahun dengan keluhan mata sebelah kanannya tidak bisa berkedip,teman saya melakukan aktivitas normal seperti orang pada umumnya,keluhan tidak disertai rasa kesemutan pada wajah, tidak disertai rasa sakit kepala, tidak ada keluhan lainnya,keluhan ini dimulai sejak sebulan yang lalu,apakah ini gangguan pada sistem syaraf atau kelopak mata? apa diagnosa dan terapi yg tepat agar bisa berkedip? kami ingin konsultasi ke  terdekat lebih lanjut,tapi kami harus ke ahli syaraf atau mata?  
"
574,574,374,374,gagal-jantung,/komunitas/topic/gagal-jantung-apakah-boleh-bekerja,"apakah penyakit gagal jantung kongestif boleh bekerja selama 10 jam?karena pekerjaan saya berhubungan dengan fisik uang. jika terjadi nyeri dada obat yang diminum obat pengencer darah atau obat angina?
"
774,774,574,574,serangan-jantung,/komunitas/topic/nyeri-perut-bagian-tengah-atas-secara-berkelanjutan,", saya mahasiswi semester 3, makan saya sering tidak teratue dan saya sangat menyukai mie instan.

beberapa bulan kebelakang perut saya sering nyeri dan sakit yang luar biasa dibagian tengah atas, saya juga mulai kehilangan nafsu makan dan sering merasa cepat kenyang, bab saya sangat tidak teratur bahkan bisa 2 minggu sekali.

kira2 ada kemungkinan2 apa saja yang terjadi terhadap perut saya ?
mohon jawabannya, terimakasih.
"
51,51,1023,1023,stroke,/komunitas/topic/infark-cerebri-lobus-fronto-parietal-kiri,", mau .  di diagnosa oleh  terkena tumor otak tapi kata  bisa juga kemungkinan stroke berdasarkan hasil pemeriksaan ct scan tanpa kontras. kemudian  melakukan pemeriksaan ct scan dengan kontras dan hasilnya baru keluar hari ini. pada surat dari rumah sakit tertulis infark cerebri lobus fronto parietal kiri. artinya apa ? terimakasih
"
